game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
2,8,113,1,75,25,1986-87,15,0,13,5,,NHL,11.5,9,21,74,[],38,8,,LAK
4,0,190,0,71,39,1987-88,26,0,16,5,,NHL,8.4,13,22,109,[],55,11,,LAK
2,31,215,1,79,50,1988-89,33,5,25,8,,NHL,11.6,16,23,92,"[{'link': '/awards/voting-1989.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-1989.html#norris', 'name': 'Norris-5'}]",75,12,,LAK
1,-3,224,1,79,42,1989-90,25,0,20,6,,NHL,8.9,16,24,36,"[{'link': '/awards/voting-1990.html#AS', 'name': 'AS-19'}]",62,14,,LAK
3,19,171,1,78,41,1990-91,26,0,21,8,,NHL,12.3,14,25,66,"[{'link': '/awards/voting-1991.html#AS', 'name': 'AS-9'}]",62,13,,LAK
3,-7,229,0,78,38,1991-92,26,2,18,7,,NHL,7.9,12,26,86,[],56,9,,PHI
2,15,227,0,82,62,1992-93,25,0,20,8,,NHL,8.8,37,27,57,"[{'link': '/awards/voting-1993.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-1993.html#norris', 'name': 'Norris-7'}]",82,12,,QUE
1,1,115,2,36,19,1993-94,8,0,12,8,,NHL,10.4,9,28,14,[],31,4,,STL
1,29,116,1,47,26,1994-95,13,0,12,1,,NHL,10.3,12,29,36,"[{'link': '/awards/voting-1995.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-1995.html#norris', 'name': 'Norris-5'}]",38,11,,STL
2,-23,163,0,62,24,1995-96,5,0,12,7,,NHL,7.4,19,30,42,[],36,5,,OTT
3,-9,208,0,78,28,1996-97,18,2,19,10,,NHL,9.1,10,31,38,"[{'link': '/awards/voting-1997.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-1997.html#norris', 'name': 'Norris-15'}]",47,7,,OTT
1,9,153,1,80,42,1997-98,17,1,14,5,,NHL,9.2,24,32,32,"[{'link': '/awards/voting-1998.html#AS', 'name': 'AS-11'}]",56,8,,STL
2,-6,118,0,71,24,1998-99,8,0,6,2,21:23,NHL,5.1,16,33,24,[],30,4,1518,TOT
1,-6,99,0,60,19,1998-99,7,0,4,1,21:11,NHL,4.0,12,33,22,[],23,3,1271,LAK
1,0,19,0,11,5,1998-99,1,0,2,1,22:28,NHL,10.5,4,33,2,[],7,1,247,PHI
1,12,154,0,79,31,1999-00,17,0,10,1,21:14,NHL,6.5,14,34,42,[],41,9,1677,DET
0,9,76,0,54,19,2000-01,9,0,6,2,18:20,NHL,7.9,10,35,48,[],25,4,990,DET
2,3,70,0,64,15,2001-02,14,0,3,1,15:53,NHL,4.3,1,36,28,[],18,2,1017,DET
