bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,"[{'link': '/awards/voting-1981.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-1981.html#calder', 'name': 'Calder-3'}]",1,3.20,0,0,NHL,0,19,0,0,20,0,0,0,138,0,1980-81,MNS,14,8.9,1,11,18,44,2585
0,0,"[{'link': '/awards/voting-1982.html#AS', 'name': 'AS-12'}]",0,3.71,0,0,NHL,0,20,0,0,19,0,0,0,101,0,1981-82,MNS,8,4.9,0,9,11,29,1634
0,0,"[{'link': '/awards/voting-1983.html#AS', 'name': 'AS-9'}]",2,3.58,0,0,NHL,0,21,0,0,10,0,0,0,120,0,1982-83,MNS,10,6.0,2,5,19,36,2011
0,0,[],0,4.12,-0.15,971,NHL,0,22,0,848,17,0,0,100,123,.873,1983-84,MNS,13,5.2,0,2,16,33,1791
0,1,[],0,3.69,8.15,934,NHL,0,23,0,825,4,0,0,93,109,.883,1984-85,MNS,17,5.6,0,3,10,31,1770
0,1,"[{'link': '/awards/voting-1986.html#AS', 'name': 'AS-7'}, {'link': '/awards/voting-1986.html#vezina', 'name': 'Vezina-5'}]",0,3.55,30.47,1690,NHL,0,24,0,1508,34,0,0,86,182,.892,1985-86,MNS,20,0,0,6,25,52,3073
0,1,[],0,3.98,-1.38,1439,NHL,0,25,0,1265,16,0,0,101,174,.879,1986-87,MNS,20,7.7,0,6,17,47,2622
0,0,[],0,4.22,-9.95,1257,NHL,0,26,0,1096,8,0,0,107,161,.872,1987-88,MNS,22,6.0,0,3,10,43,2288
0,1,[],0,2.92,0,295,NHL,0,27,0,264,6,0,0,0,31,.895,1988-89,TOT,5,1.9,0,0,5,12,637
0,0,[],0,3.05,0,26,NHL,0,27,0,23,0,0,0,0,3,.885,1988-89,MNS,1,0.2,0,0,0,1,59
0,1,[],0,2.91,0,269,NHL,0,27,0,241,6,0,0,0,28,.896,1988-89,WSH,4,1.8,0,0,5,11,578
0,2,[],1,3.22,11.90,1362,NHL,0,28,0,1212,24,0,0,93,150,.890,1989-90,WSH,18,8.2,1,5,23,48,2793
0,0,"[{'link': '/awards/voting-1991.html#AS', 'name': 'AS-4'}, {'link': '/awards/voting-1991.html#vezina', 'name': 'Vezina-6'}]",0,2.64,11.81,1095,NHL,0,29,0,982,18,0,0,91,113,.897,1990-91,WSH,18,7.0,0,3,20,45,2572
0,1,"[{'link': '/awards/voting-1992.html#AS', 'name': 'AS-6'}]",0,3.20,-5.50,1435,NHL,0,30,0,1269,30,0,0,103,166,.884,1991-92,WSH,17,7.2,0,6,29,54,3108
0,1,[],1,3.31,-4.92,1530,NHL,0,31,0,1349,20,0,0,103,181,.882,1992-93,WSH,23,7.7,1,5,27,58,3282
0,2,[],1,2.84,-17.27,1122,NHL,0,32,0,987,16,0,0,115,135,.880,1993-94,WSH,16,4.5,1,8,24,53,2853
0,1,[],0,3.36,-4.98,1167,NHL,0,33,0,1046,10,0,0,104,121,.896,1994-95,OTT,0,6.0,0,3,8,38,2161
0,1,[],2,3.87,-28.12,1062,NHL,0,34,0,926,31,0,0,126,136,.872,1995-96,TOT,28,3.2,2,0,6,41,2106
0,1,[],2,3.73,-19.39,892,NHL,0,34,0,782,17,0,0,121,110,.877,1995-96,OTT,23,3.0,2,0,6,33,1770
0,0,[],0,4.64,0,170,NHL,0,34,0,144,14,0,0,0,26,.847,1995-96,TOR,5,0.1,0,0,0,8,336
0,0,[],0,5.45,0,60,NHL,0,35,0,50,0,0,0,0,10,.833,1996-97,TOR,3,-0.1,0,0,0,3,110
