assists,year,games_played,points,goals,team,age,pim,plus_minus,league
34,2010-11,59,79,45,Halton Hurricanes Mn Midget AAA,15,0,0,SCTAMM
1,2010-11,4,1,0,Halton Hurricanes Mn Midget AAA,15,0,0,OHL Cup
22,2011-12,63,35,13,Guelph Storm,16,24,-15,OHL
29,2012-13,66,47,18,Guelph Storm,17,31,19,OHL
1,2012-13,3,1,0,Canada U18,17,4,3,WJC-18
3,2013-14,4,5,2,Guelph Storm,18,2,4,M-Cup
52,2013-14,68,78,26,Guelph Storm,18,42,42,OHL
3,2014-15,2,3,0,Texas Stars,19,0,2,AHL
0,2014-15,1,1,1,OHL All-Stars,19,0,1,Jr Super Ser
44,2014-15,56,71,27,Guelph Storm,19,32,12,OHL
31,2015-16,73,53,22,Texas Stars,20,32,10,AHL
21,2016-17,58,30,9,Texas Stars,21,41,-9,AHL
