pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Toronto Canoe Club,0,0,0,OHA-Jr.,1,1923-24,16,0
0,Toronto Aura Lee,4,0,11,OHA-Jr.,8,1924-25,17,7
0,Toronto Aura Lee,1,0,3,OHA-Jr.,7,1925-26,18,2
40,Springfield Indians,1,0,2,Can-Am,37,1927-28,20,1
83,Springfield Indians,1,0,6,Can-Am,38,1928-29,21,5
10,Boston Tigers,4,0,6,Can-Am,11,1929-30,22,2
80,Boston Tigers,13,0,20,Can-Am,36,1930-31,23,7
34,Boston Cubs,3,0,5,Can-Am,12,1932-33,25,2
23,St. Paul/Tulsa,3,0,7,AHA,24,1932-33,25,4
35,Detroit Olympics,8,0,12,IHL,37,1933-34,26,4
29,Detroit Olympics,3,0,11,IHL,35,1934-35,27,8
31,Detroit Olympics,12,0,16,IHL,47,1935-36,28,4
27,Cleveland Barons,15,0,18,IAHL,44,1936-37,29,3
13,Cleveland Barons,3,0,7,IAHL,47,1937-38,30,4
34,Cleveland Barons,12,0,14,IAHL,52,1938-39,31,2
14,Syracuse Stars,11,0,13,IAHL,55,1939-40,32,2
10,Minneapolis Millers,5,0,9,AHA,47,1940-41,33,4
17,Minneapolis Millers,6,0,11,AHA,44,1941-42,34,5
14,Cleveland Barons,8,0,9,AHL,53,1942-43,35,1
16,Cleveland Barons,5,0,6,AHL,34,1943-44,36,1
