league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,78,1,20,138,38,4,,VAN,[],8.7,8,26,-27,12,1,1972-73,,3,49,0,22
NHL,0,1,21,175,48,7,,VAN,[],13.1,18,25,-16,23,1,1973-74,,4,28,0,18
NHL,0,3,22,214,68,9,,VAN,"[{'link': '/awards/voting-1975.html#AS', 'name': 'AS-6'}]",17.8,27,30,-13,38,0,1974-75,,11,49,0,21
NHL,0,1,23,166,65,9,,VAN,[],15.1,17,40,-2,25,0,1975-76,,8,93,1,30
NHL,0,2,24,198,57,5,,VAN,[],13.6,18,30,-8,27,1,1976-77,,8,28,2,23
NHL,75,1,25,168,49,3,,VAN,[],10.1,11,32,-29,17,0,1977-78,,6,58,0,29
NHL,71,2,26,170,44,7,,VAN,[],13.5,15,21,-41,23,0,1978-79,,8,17,0,14
NHL,79,1,27,208,68,5,,TOT,[],16.8,28,33,-8,35,1,1979-80,,6,36,0,28
NHL,51,0,27,134,38,4,,VAN,[],15.7,16,17,-13,21,0,1979-80,,5,32,0,13
NHL,28,1,27,74,30,1,,ATF,[],18.9,12,16,5,14,1,1979-80,,1,4,0,15
NHL,62,4,28,157,57,6,,CGY,"[{'link': '/awards/voting-1981.html#selke', 'name': 'Selke-10'}]",16.6,21,31,21,26,1,1980-81,,4,56,0,25
NHL,82,1,29,191,69,7,,TOT,[],15.7,26,39,-24,30,0,1981-82,,4,26,1,31
NHL,23,0,29,55,19,4,,CGY,[],14.5,7,11,-14,8,0,1981-82,,1,6,0,7
NHL,59,1,29,136,50,3,,CLR,[],16.2,19,28,-10,22,0,1981-82,,3,20,1,24
NHL,79,0,30,143,53,13,,NJD,[],16.1,11,30,-35,23,3,1982-83,,9,68,1,16
NHL,70,2,31,111,33,5,,NJD,[],12.6,11,19,-21,14,0,1983-84,,3,44,0,14
NHL,67,1,32,83,18,1,,NJD,[],12.0,9,8,-29,10,1,1984-85,,0,31,0,7
NHL,29,1,33,31,8,0,,BUF,[],22.6,6,1,-5,7,1,1985-86,,0,6,0,1
NHL,10,1,34,8,5,0,,BUF,[],37.5,0,2,-3,3,0,1986-87,,3,4,0,2
