assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Winnipeg Falcons,0,1933-34,1,0,0,19,0,MJHL
0,Boston Cubs,1,1934-35,3,1,2,20,0,Can-Am
0,London Tecumsehs,0,1935-36,2,0,0,21,0,IHL
4,Minneapolis Millers,1,1936-37,6,5,4,22,0,AHA
1,Cleveland Barons,2,1937-38,2,3,0,23,0,IAHL
1,Cleveland Barons,7,1938-39,9,8,14,24,0,IAHL
5,Hershey Bears,6,1941-42,10,11,4,27,0,AHL
1,Cleveland Barons,1,1942-43,4,2,2,28,0,AHL
0,Ottawa Commandos,0,1943-44,1,0,2,29,0,QSHL
2,St. John\'s Navy,3,1944-45,1,5,0,30,0,Nfld-Sr.
10,Cleveland Barons,6,1945-46,12,16,4,31,0,AHL
2,Kelowna Packers,2,1952-53,4,4,2,38,0,OSHL
4,Kelowna Packers,2,1953-54,8,6,8,39,0,OSHL
0,Kamloops Elks,2,1954-55,9,2,2,40,0,OSHL
