assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,Winnipeg Falcons,8,1932-33,8,10,6,18,0,MJHL
6,Winnipeg Falcons,9,1933-34,14,15,21,19,0,MJHL
6,Boston Cubs,10,1934-35,46,16,16,20,0,Can-Am
7,Boston Cubs,2,1935-36,27,9,10,21,0,Can-Am
3,2 Teams,3,1935-36,16,6,0,21,0,IHL
1,Detroit Olympics,1,1935-36,5,2,0,21,0,IHL
2,London Tecumsehs,2,1935-36,11,4,0,21,0,IHL
26,Minneapolis Millers,23,1936-37,48,49,22,22,0,AHA
20,Cleveland Barons,25,1937-38,47,45,13,23,0,IAHL
19,Cleveland Barons,34,1938-39,54,53,23,24,0,IAHL
7,Hershey Bears,8,1941-42,12,15,2,27,0,AHL
27,Cleveland Barons,14,1942-43,36,41,4,28,0,AHL
19,Cleveland Barons,21,1943-44,33,40,6,29,0,AHL
2,Ottawa Commandos,0,1943-44,1,2,0,29,0,QSHL
15,St. John\'s Navy,11,1944-45,6,26,0,30,0,Nfld-Sr.
27,Cleveland Barons,21,1945-46,54,48,4,31,0,AHL
44,Philadelphia Rockets,48,1946-47,64,92,20,32,0,AHL
31,Philadelphia Rockets,42,1947-48,57,73,6,33,0,AHL
28,Philadelphia Rockets,38,1948-49,67,66,14,34,0,AHL
30,Cincinnati Mohawks,31,1949-50,70,61,7,35,0,AHL
13,Cincinnati Mohawks,6,1950-51,54,19,8,36,0,AHL
14,Kelowna Packers,34,1951-52,45,48,34,37,0,OSHL
26,Kelowna Packers,20,1952-53,54,46,10,38,0,OSHL
21,Kelowna Packers,17,1953-54,63,38,56,39,0,OSHL
8,Kamloops Elks,10,1954-55,40,18,18,40,0,OSHL
