giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,79,1,20,0,0,168,34,0,5,1215,PHI,0,0,[],6.5,7,23,6,11,0,3,2005-06,0,15:23,1,65,2,16
0,NHL,59,3,21,0,0,130,32,0,5,1052,PHI,0,0,[],7.7,5,22,-12,10,0,4,2006-07,0,17:50,1,52,0,17
68,NHL,73,6,22,682,417,212,75,110,23,1570,PHI,46,50.6,"[{'link': '/awards/voting-2008.html#selke', 'name': 'Selke-5'}]",13.2,15,47,14,28,698,5,2007-08,46,21:31,8,76,1,23
94,NHL,79,4,23,847,460,238,80,147,25,1717,PHI,83,49.0,"[{'link': '/awards/voting-2009.html#AS', 'name': 'AS-12'}, {'link': '/awards/voting-2009.html#hart', 'name': 'Hart-26'}, {'link': '/awards/voting-2009.html#selke', 'name': 'Selke-2'}]",12.6,15,50,22,30,813,0,2008-09,90,21:44,8,63,2,23
49,NHL,82,3,24,677,458,237,62,145,18,1673,PHI,42,50.7,"[{'link': '/awards/voting-2010.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2010.html#selke', 'name': 'Selke-7'}]",13.1,17,31,-2,31,696,1,2009-10,64,20:24,13,79,1,12
46,NHL,81,4,25,610,373,184,66,104,16,1529,PHI,62,49.8,"[{'link': '/awards/voting-2011.html#selke', 'name': 'Selke-8'}]",12.5,15,43,11,23,606,3,2010-11,73,18:53,5,62,3,24
41,NHL,74,1,26,520,362,171,44,111,11,1398,LAK,40,50.6,"[{'link': '/awards/voting-2012.html#selke', 'name': 'Selke-25'}]",10.5,11,26,3,18,532,0,2011-12,38,18:53,3,71,0,15
19,NHL,0,3,27,225,164,82,32,58,9,785,LAK,21,49.0,"[{'link': '/awards/voting-2013.html#selke', 'name': 'Selke-38'}]",14.6,6,20,-8,12,216,0,2012-13,19,16:21,6,42,0,11
65,NHL,82,3,28,418,294,157,41,73,8,1392,LAK,28,53.9,[],7.0,6,30,-6,11,489,1,2013-14,21,16:59,4,28,1,21
32,NHL,53,1,29,299,122,63,16,60,2,708,LAK,19,47.9,[],7.9,4,11,-10,5,275,0,2014-15,10,13:22,1,39,0,9
10,NHL,39,1,30,240,77,46,5,39,0,475,WSH,12,49.5,[],4.3,2,3,-2,2,235,0,2015-16,19,12:11,0,8,0,3
