giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,74,0,18,0,0,74,17,0,0,,BOS,0,0,"[{'link': '/awards/voting-1996.html#calder', 'name': 'Calder-8'}]",6.8,5,12,16,5,0,0,1995-96,0,,0,73,1,11
0,NHL,58,1,19,0,0,68,14,0,0,,BOS,0,0,[],7.4,5,9,-9,5,0,0,1996-97,0,,0,54,1,8
0,NHL,66,0,20,0,0,101,25,0,6,,BOS,0,0,[],5.0,3,20,13,5,0,0,1997-98,0,,2,56,0,14
0,NHL,52,0,21,0,0,97,24,0,8,1218,BOS,0,0,[],6.2,3,18,1,6,0,0,1998-99,0,23:25,3,48,0,10
0,NHL,71,3,22,0,0,142,19,0,1,1654,BOS,0,0,[],5.6,6,11,-4,8,0,0,1999-00,0,23:18,2,67,0,10
0,NHL,58,0,23,0,0,91,17,0,0,1405,BOS,0,0,[],5.5,3,12,-5,5,0,0,2000-01,0,24:14,2,53,1,11
0,NHL,38,0,24,0,0,57,8,0,0,735,BOS,0,0,[],0.0,0,8,-4,0,0,0,2001-02,0,19:21,0,19,3,5
0,NHL,33,0,25,0,0,43,8,0,2,748,SJS,0,0,[],0.0,0,8,-10,0,0,0,2002-03,0,22:40,0,30,0,6
0,NHL,64,0,26,0,0,67,24,0,5,1345,SJS,0,0,[],3.0,1,22,10,2,0,1,2003-04,0,21:01,0,60,1,16
0,NHL,77,1,28,0,0,67,23,0,5,1761,SJS,0,0,[],3.0,2,21,6,2,0,0,2005-06,0,22:52,0,66,0,16
0,NHL,67,0,29,0,0,43,17,0,1,1435,SJS,0,0,[],11.6,4,12,10,5,0,0,2006-07,0,21:25,1,61,0,11
29,NHL,61,0,30,0,96,39,11,127,1,1120,SJS,11,0,[],7.7,3,8,3,3,0,0,2007-08,75,18:21,0,84,0,7
