pim,team,assists,plus_minus,points,league,games_played,year,age,goals
41,Markham Waxers,41,0,65,ON-Jr.A,42,1983-84,16,24
28,Toronto Marlboros,45,0,62,OHL,63,1984-85,17,17
36,Toronto Marlboros,69,0,104,OHL,64,1985-86,18,35
61,Toronto Marlboros,55,0,84,OHL,66,1986-87,19,29
2,Newmarket Saints,0,0,3,AHL,5,1986-87,19,3
26,Newmarket Saints,40,0,59,AHL,78,1987-88,20,19
38,Newmarket Saints,24,0,40,AHL,37,1988-89,21,16
24,Newmarket Saints,37,0,62,AHL,63,1989-90,22,25
8,VEU Feldkirch,2,0,2,Austria,5,1990-91,23,0
37,Binghamton Rangers,32,0,56,AHL,56,1990-91,23,24
