year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1959-60,16,0,37,1,0,OHA-Jr.,44,Guelph Biltmores,1
1960-61,17,3,99,12,0,OHA-Jr.,43,Guelph Royals,15
1961-62,18,5,161,22,0,OHA-Jr.,50,Guelph Royals,27
1961-62,18,0,2,0,0,EPHL,3,Kitchener-Waterloo Beavers,0
1962-63,19,11,97,28,0,OHA-Jr.,45,Guelph Royals,39
1962-63,19,0,6,0,0,AHL,4,Baltimore Clippers,0
1963-64,20,13,158,35,0,CPHL,61,St. Paul Rangers,48
1964-65,21,5,103,12,0,WHL,31,Vancouver Canucks,17
1964-65,21,2,27,12,0,AHL,19,Baltimore Clippers,14
1965-66,22,7,145,12,0,CPHL,44,Minnesota Rangers,19
1966-67,23,3,169,16,0,AHL,63,Baltimore Clippers,19
1968-69,25,1,16,3,0,CHL,5,Kansas City Blues,4
1976-77,33,0,15,2,0,CHL,4,Kansas City Blues,2
1977-78,34,0,52,3,0,CHL,11,Salt Lake Golden Eagles,3
