year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2007-08,17,0,2,0,0,OHL,5,Windsor Spitfires,0
2008-09,18,10,12,11,14,OHL,20,Windsor Spitfires,21
2008-09,18,1,2,3,1,M-Cup,6,Windsor Spitfires,4
2009-10,19,4,6,6,9,OHL,19,Windsor Spitfires,10
2009-10,19,2,0,4,5,M-Cup,4,Windsor Spitfires,6
