year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1989-90,21,1,0,0,0,Czech,1,Dukla Jihlava,1
1990-91,22,0,15,1,0,IHL,7,Indianapolis Ice,1
1996-97,28,1,20,6,0,AHL,10,Philadelphia Phantoms,7
1997-98,29,3,53,1,0,CzRep,9,HC Sparta Praha,4
1998-99,30,0,0,2,0,CzRep,8,HC Sparta Praha,2
1998-99,30,0,2,0,0,EuroHL,2,HC Sparta Praha,0
1999-00,31,1,4,9,0,CzRep,9,HC Sparta Praha,10
1999-00,31,0,2,1,0,EuroHL,4,HC Sparta Praha,1
2002-03,34,0,0,1,0,CzRep,6,HC Slavia Praha,1
2003-04,35,0,6,2,0,CzRep,16,HC Slavia Praha,2
