assists,year,games_played,points,goals,team,age,pim,plus_minus,league
3,1935-36,8,7,4,Niagara Falls Cataracts,16,10,0,OHA-Jr.
7,1936-37,13,26,19,Stratford Midgets,17,30,0,OHA-Jr.
17,1937-38,14,30,13,Stratford Midgets,18,43,0,OHA-Jr.
4,1938-39,14,7,3,Verdun Maple Leafs,19,26,0,QSHL
3,1938-39,10,3,0,Stratford Majors,19,16,0,OHA-Sr.
16,1939-40,38,34,18,Stratford Canadians,20,40,0,MOHL
5,1940-41,18,8,3,London Mohawks,21,28,0,OHA-Sr.
4,1940-41,9,7,3,Toronto People\'s Credit,21,28,0,TIHL
26,1941-42,17,37,11,Detroit Mansfields,22,8,0,MOHL
0,1941-42,3,0,0,Toronto People\'s Credit,22,4,0,TIHL
30,1942-43,15,47,17,Windsor Colonial Tools,23,38,0,MOHL
45,1943-44,40,85,40,2 Teams,24,38,0,EAHL
16,1943-44,12,22,6,New Haven Eagles,24,12,0,EAHL
29,1943-44,28,63,34,Brooklyn Crescents,24,26,0,EAHL
0,1944-45,1,0,0,Hershey Bears,25,0,0,AHL
41,1944-45,40,61,20,2 Teams,25,40,0,EAHL
0,1944-45,1,1,1,Washington Lions,25,0,0,EAHL
41,1944-45,39,60,19,New York Rovers,25,40,0,EAHL
38,1945-46,50,51,13,Philadelphia Falcons,26,28,0,EAHL
55,1946-47,59,80,25,Fresno Falcons,27,30,0,PCHL
23,1947-48,43,35,12,Los Angeles Monarchs,28,30,0,PCHL
