pim,team,assists,plus_minus,points,league,games_played,year,age,goals
104,Leamington Flyers,38,0,46,ON-Jr.B,43,2006-07,16,8
23,Saginaw Spirit,4,7,4,OHL,20,2006-07,16,0
73,Saginaw Spirit,26,2,30,OHL,68,2007-08,17,4
67,Saginaw Spirit,38,8,50,OHL,63,2008-09,18,12
58,2 Teams,49,33,56,OHL,65,2009-10,19,7
20,Saginaw Spirit,19,15,23,OHL,19,2009-10,19,4
38,Barrie Colts,30,18,33,OHL,46,2009-10,19,3
32,Abbotsford Heat,29,3,34,AHL,68,2010-11,20,5
10,Abbotsford Heat,2,4,3,AHL,12,2011-12,21,1
22,Abbotsford Heat,19,5,20,AHL,35,2012-13,22,1
0,Canada,1,1,1,WC-A,7,2012-13,22,0
