shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,won,bad_start,team
0,0,0,0,0,0,1,1970-71,0,0,3.00,NHL,0,0,0,0,0,0,0,23,0,0,1,SC,0,MTL
0,0,0,0,360,6,0,1971-72,0,2,2.83,NHL,0,17,0,0,4,0,0,24,0,0,0,,0,MTL
0,0,0,0,0,0,0,1972-73,0,0,2.89,NHL,0,0,0,0,5,0,0,25,2,1,0,SC,0,MTL
0,0,0,0,688,11,0,1974-75,0,6,2.53,NHL,0,29,0,0,0,0,0,27,0,2,0,,0,MTL
0,0,0,0,0,0,0,1975-76,0,0,0,NHL,0,25,0,0,1,0,0,28,0,1,0,SC,0,MTL
0,0,0,0,849,0,0,1976-77,0,0,0,NHL,0,22,0,0,2,0,0,29,0,0,0,SC,0,MTL
0,0,0,0,0,0,0,1977-78,0,0,0,NHL,0,29,0,0,3,0,0,30,0,0,0,SC,0,MTL
0,0,0,0,990,16,3,1978-79,0,0,2.48,NHL,0,41,0,0,4,0,0,31,2,0,3,SC,0,MTL
