shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1964-65,2,0,,0,0,0,0,0,0,CBH,0,20,0,NHL,0,,1,0,[],0
0,1965-66,47,0,,0,0,0,4,0,17,CBH,6,21,1,NHL,1,,63,23,[],1
0,1966-67,59,0,,0,0,0,10,0,25,CBH,10,22,3,NHL,0,,69,35,[],0
13.3,1967-68,31,27,,1,188,3,20,13,31,BOS,25,23,3,NHL,0,,74,56,[],5
19.1,1968-69,75,38,,2,236,5,35,49,45,BOS,45,24,7,NHL,1,,75,90,[],9
12.6,1969-70,87,22,,0,198,7,19,15,29,BOS,25,25,5,NHL,0,,72,54,[],6
18.5,1970-71,113,55,,0,232,7,39,71,62,BOS,43,26,7,NHL,0,,78,105,"[{'link': '/awards/nhl_all_star.html#1971', 'name': None}]",4
11.4,1971-72,81,34,,1,140,5,15,41,40,BOS,16,27,2,NHL,1,,60,56,[],0
18.8,1972-73,58,34,,0,197,10,21,10,44,BOS,37,28,5,NHL,0,,73,81,[],16
19.9,1973-74,43,36,,0,251,19,35,40,55,BOS,50,29,0,NHL,0,,76,105,"[{'link': '/awards/nhl_all_star.html#1974', 'name': None}]",15
13.1,1974-75,90,29,,0,175,14,7,7,43,BOS,23,30,2,NHL,0,,72,66,[],16
15.5,1975-76,42,22,,0,161,14,17,19,36,BOS,25,31,5,NHL,0,,72,61,[],8
14.9,1976-77,43,29,,0,141,12,15,-18,41,NYR,21,32,5,NHL,0,,78,62,[],6
15.4,1977-78,8,3,,0,13,1,1,-6,4,NYR,2,33,1,NHL,0,,18,6,[],1
