assists,team,goals,year,games_played,points,pim,age,plus_minus,league
15,Weston Wildcats Juveniles,15,1951-52,25,30,0,16,0,MAHA
17,St. Boniface Canadiens,11,1952-53,31,28,10,17,0,MJHL
35,St. Catharines Teepees,24,1953-54,59,59,8,18,0,OHA-Jr.
50,St. Catharines Teepees,30,1954-55,49,80,24,19,0,OHA-Jr.
5,Montreal Royals,6,1955-56,34,11,8,20,0,QHL
9,Winnipeg Warriors,1,1955-56,28,10,4,20,0,WHL
12,Winnipeg Warriors,21,1956-57,69,33,16,21,0,WHL
24,Montreal Royals,13,1957-58,31,37,11,22,0,QHL
2,Rochester Americans,1,1957-58,13,3,0,22,0,AHL
24,Rochester Americans,26,1958-59,70,50,4,23,0,AHL
32,Rochester Americans,17,1959-60,69,49,2,24,0,AHL
16,Buffalo Bisons,6,1960-61,68,22,14,25,0,AHL
31,Pittsburgh Hornets,16,1961-62,68,47,16,26,0,AHL
31,Calgary Stampeders,14,1962-63,67,45,10,27,0,WHL
28,Cleveland Barons,23,1963-64,72,51,12,28,0,AHL
3,Cleveland Barons,2,1964-65,20,5,6,29,0,AHL
26,Cleveland Barons,21,1965-66,70,47,10,30,0,AHL
34,Cleveland Barons,20,1966-67,59,54,10,31,0,AHL
36,Cleveland Barons,24,1967-68,72,60,14,32,0,AHL
26,Cleveland Barons,15,1968-69,73,41,8,33,0,AHL
20,Cleveland Barons,8,1969-70,72,28,0,34,0,AHL
1,Galt Hornets,0,1971-72,3,1,4,36,0,OHA-Sr.
