assists,team,goals,year,games_played,points,pim,age,plus_minus,league
6,St. Boniface Canadiens,5,1952-53,8,11,2,17,0,MJHL
14,St. Boniface Canadiens,2,1952-53,17,16,0,17,0,M-Cup
8,St. Catharines Teepees,4,1953-54,14,12,0,18,0,OHA-Jr.
5,St. Catharines Teepees,2,1953-54,11,7,2,18,0,M-Cup
7,St. Catharines Teepees,5,1954-55,11,12,11,19,0,OHA-Jr.
0,Montreal Royals,1,1954-55,3,1,0,19,0,QHL
0,Winnipeg Warriors,0,1955-56,14,0,2,20,0,WHL
2,Winnipeg Warriors,0,1955-56,6,2,0,20,0,Ed-Cup
4,Montreal Royals,3,1957-58,7,7,0,22,0,QHL
1,Rochester Americans,1,1958-59,5,2,0,23,0,AHL
1,Rochester Americans,1,1959-60,5,2,0,24,0,AHL
0,Buffalo Bisons,0,1960-61,4,0,0,25,0,AHL
7,Cleveland Barons,3,1963-64,9,10,0,28,0,AHL
6,Cleveland Barons,2,1965-66,12,8,6,30,0,AHL
0,Cleveland Barons,0,1966-67,2,0,0,31,0,AHL
2,Cleveland Barons,0,1968-69,5,2,2,33,0,AHL
