pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Verdun Jr. Maple Leafs,12,0,17,MCJHL,10,1934-35,19,5
2,Pittsburgh Shamrocks,2,0,4,IHL,9,1935-36,20,2
4,Verdun Maple Leafs,1,0,6,MCHL,10,1935-36,20,5
8,Verdun Maple Leafs,6,0,10,MCHL,21,1937-38,22,4
16,Verdun Maple Leafs,9,0,19,MCHL,22,1938-39,23,10
30,Verdun Bulldogs,32,0,53,QPHL,41,1939-40,24,21
17,Verdun Maple Leafs,12,0,24,QSHL,32,1940-41,25,12
12,Montreal Cyclones,4,0,12,QPHL,7,1941-42,26,8
0,Cornwall Cookies,0,0,0,QPHL,1,1944-45,29,0
6,St-Hyacinthe Saints,6,0,10,QPHL,8,1945-46,30,4
24,Verdun Eagles,28,0,68,QPHL,47,1946-47,31,40
0,Montreal Hydro Quebec,13,0,23,MCHL,12,1948-49,33,10
