pim,team,assists,plus_minus,points,league,games_played,year,age,goals
76,St. James Canadians,62,0,104,MJHL,48,1979-80,17,42
54,Saskatoon Blades,46,0,64,WHL,52,1980-81,18,18
120,Saskatoon Blades,125,0,167,WHL,66,1981-82,19,42
4,Canada,7,0,11,WJC-A,7,1981-82,19,4
0,Oklahoma City Stars,3,0,3,CHL,3,1981-82,19,0
45,Colorado Flames,46,0,70,CHL,73,1982-83,20,24
18,Colorado Flames,69,0,102,CHL,67,1983-84,21,33
60,Moncton Golden Flames,48,0,83,AHL,78,1984-85,22,35
35,2 Teams,22,0,36,AHL,39,1985-86,23,14
23,Adirondack Red Wings,10,0,18,AHL,25,1985-86,23,8
12,Nova Scotia Oilers,12,0,18,AHL,14,1985-86,23,6
0,EHC Olten,25,0,37,Swiss,32,1986-87,24,12
10,2 Teams,7,0,8,AHL,15,1986-87,24,1
4,New Haven Nighthawks,2,0,3,AHL,4,1986-87,24,1
6,Springfield Indians,5,0,5,AHL,11,1986-87,24,0
50,KalPa Kuopio,17,0,23,Finland,36,1987-88,25,6
52,Neusser SC,23,0,41,W.Ger-2,23,1988-89,26,18
47,EHC Essen-West,69,0,109,W.Ger-2,32,1989-90,27,40
0,SC Herisau,0,0,0,Swiss-2,1,1989-90,27,0
72,EHC Essen-West,69,0,111,German-2,49,1990-91,28,42
38,EHC 80 Nurnberg,38,0,55,German-2,29,1991-92,29,17
84,Krefelder EV,34,0,62,Germany,42,1992-93,30,28
80,Krefelder EV,28,0,47,Germany,44,1993-94,31,19
4,Dusseldorfer EG,5,0,10,Germany,19,1994-95,32,5
52,2 Teams,21,0,36,Germany,48,1995-96,33,15
8,Dusseldorfer EG,0,0,0,Germany,10,1995-96,33,0
44,EC Kassel Huskies,21,0,36,Germany,38,1995-96,33,15
38,Kassel Huskies,34,0,47,Germany,49,1996-97,34,13
71,Kassel Huskies,22,0,33,Germany,48,1997-98,35,11
24,Kassel Huskies,1,0,4,EuroHL,6,1997-98,35,3
6,London Knights,3,0,6,BH-Cup,11,1998-99,36,3
22,London Knights,12,0,15,Britain,11,1998-99,36,3
