assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Calgary Canadians,1,1927-28,2,1,2,18,0,M-Cup
5,Calgary Canadians,6,1928-29,9,11,10,19,0,M-Cup
0,Calgary Tigers,0,1932-33,6,0,4,23,0,WCHL
0,Calgary Tigers,2,1933-34,5,2,2,24,0,NWHL
0,Vancouver Lions,1,1934-35,8,1,2,25,0,NWHL
0,Vancouver Lions,0,1935-36,7,0,2,26,0,NWHL
0,Spokane Clippers,1,1936-37,6,1,2,27,0,PCHL
1,Vancouver Lions,1,1937-38,6,2,4,28,0,PCHL
0,Vancouver Lions,0,1938-39,2,0,5,29,0,PCHL
3,Vancouver Lions,1,1939-40,5,4,4,30,0,PCHL
1,Vancouver Lions,1,1940-41,6,2,6,31,0,PCHL
0,Tulsa Oilers,1,1941-42,2,1,0,32,0,AHA
0,Vancouver St. Regis,2,1942-43,5,2,4,33,0,PCHL
0,Vancouver St. Regis,0,1943-44,3,0,2,34,0,PCHL
