assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Calgary Canadians,0,1927-28,11,0,9,18,0,Exhib.
3,Calgary Canadians,4,1928-29,3,7,2,19,0,CCJHL
1,Philadelphia Arrows,1,1929-30,6,2,0,20,0,Can-Am
0,Boston Cubs,0,1931-32,6,0,2,22,0,Can-Am
0,Duluth Hornets,0,1931-32,2,0,0,22,0,AHA
0,2 Teams,0,1931-32,8,0,0,22,0,IHL
0,Detroit Olympics,0,1931-32,4,0,0,22,0,IHL
0,Syracuse Stars,0,1931-32,4,0,0,22,0,IHL
3,Calgary Tigers,6,1932-33,30,9,10,23,0,WCHL
1,Calgary Tigers,11,1933-34,32,12,25,24,0,NWHL
10,Vancouver Lions,6,1934-35,37,16,38,25,0,NWHL
7,Vancouver Lions,4,1935-36,40,11,10,26,0,NWHL
7,Spokane Clippers,9,1936-37,40,16,10,27,0,PCHL
5,Vancouver Lions,4,1937-38,42,9,24,28,0,PCHL
15,Vancouver Lions,9,1938-39,47,24,30,29,0,PCHL
3,Vancouver Lions,7,1939-40,39,10,28,30,0,PCHL
18,Vancouver Lions,9,1940-41,47,27,37,31,0,PCHL
8,Tulsa Oilers,5,1941-42,50,13,12,32,0,AHA
3,Vancouver St. Regis,1,1942-43,10,4,6,33,0,PCHL
7,Vancouver St. Regis,5,1943-44,23,12,6,34,0,PCHL
