shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
13.8,1998-99,40,21,1348,1,94,7,10,-2,29,PIT,13,22,2,NHL,0,16:26,82,42,"[{'link': '/awards/voting-1999.html#calder', 'name': 'Calder-6'}]",3
15.5,1999-00,43,26,1315,1,84,6,10,13,33,PIT,13,23,1,NHL,0,18:47,70,46,[],3
16.9,2000-01,48,22,1242,1,89,5,12,19,28,PIT,15,24,1,NHL,0,15:56,78,43,[],3
20.9,2001-02,50,23,1568,0,115,10,18,-7,33,PIT,24,25,6,NHL,0,19:51,79,57,[],6
16.3,2002-03,42,20,1199,1,86,8,3,4,29,TOT,14,26,4,NHL,0,19:39,61,43,[],11
16.7,2002-03,34,16,1126,1,84,8,3,1,25,PIT,14,26,4,NHL,0,19:45,57,39,[],11
0.0,2002-03,8,4,73,0,2,0,0,3,4,PHX,0,26,0,NHL,0,18:12,4,4,[],0
16.4,2003-04,40,17,1155,0,73,4,7,-6,21,TOT,12,27,1,NHL,0,16:59,68,33,[],5
17.7,2003-04,30,11,988,0,62,4,6,-10,15,PHX,11,27,1,NHL,0,17:57,55,26,[],5
9.1,2003-04,10,6,167,0,11,0,1,4,6,NJD,1,27,0,NHL,0,12:51,13,7,[],0
12.8,2005-06,78,14,1272,1,78,8,5,-8,23,CBJ,10,29,0,NHL,1,16:58,75,33,[],4
