year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1987-88,18,0,2,1,0,Sweden,2,Leksands IF,1
1988-89,19,0,6,1,0,Sweden,9,Leksands IF,1
1989-90,20,0,6,0,0,Sweden,3,Leksands IF,0
1992-93,23,0,0,2,0,Sweden,2,Leksands IF,2
1993-94,24,2,12,0,0,Sweden,11,Malmo IF,2
1994-95,25,0,8,2,0,Sweden,9,Malmo IF,2
1994-95,25,3,7,5,0,AHL,9,Albany River Rats,8
1995-96,26,0,7,0,0,AHL,4,Albany River Rats,0
1997-98,28,3,24,7,0,AHL,10,Worcester IceCats,10
2002-03,33,1,2,5,0,Germany,9,Eisbaren Berlin,6
2003-04,34,3,10,5,0,Germany,11,Eisbaren Berlin,8
2004-05,35,0,4,1,0,Germany,12,Eisbaren Berlin,1
2007-08,38,4,24,7,0,AsianHL,9,Oji Seishi Tokyo,11
2008-09,39,0,2,2,0,AsianHL,2,Oji Seishi Tokyo,2
