game_winning_goals,plus_minus,shots,shorthanded_assists,games_played,assists,year,even_strength_assists,shorthanded_goals,goals,power_play_goals,average_ice_time,league,shotsPercentage,power_play_assists,age,pim,awards,points,even_strength_goals,total_ice_time,team
0,-1,6,0,3,0,1969-70,0,0,0,0,,NHL,0.0,0,20,0,[],0,0,,NYR
0,1,2,0,2,1,1970-71,1,0,0,0,,NHL,0.0,0,21,0,[],1,0,,NYR
0,18,95,0,48,7,1971-72,7,0,4,1,,NHL,4.2,0,22,4,[],11,3,,NYR
3,20,155,0,65,22,1972-73,14,1,8,3,,NHL,5.2,8,23,17,[],30,4,,TOT
2,16,104,0,51,13,1972-73,11,0,4,1,,NHL,3.8,2,23,15,[],17,3,,NYR
1,4,51,0,14,9,1972-73,3,1,4,2,,NHL,7.8,6,23,2,[],13,1,,STL
1,11,172,0,57,21,1973-74,8,0,10,4,,NHL,5.8,13,24,15,[],31,6,,TOT
0,6,71,0,23,9,1973-74,2,0,3,1,,NHL,4.2,7,24,11,[],12,2,,STL
1,5,101,0,34,12,1973-74,6,0,7,3,,NHL,6.9,6,24,4,[],19,4,,PIT
1,-6,142,0,69,15,1974-75,7,0,12,9,,NHL,8.5,8,25,25,[],27,3,,TOT
0,-4,25,0,8,1,1974-75,1,0,2,1,,NHL,8.0,0,25,4,[],3,1,,PIT
1,-2,117,0,61,14,1974-75,6,0,10,8,,NHL,8.5,8,25,21,[],24,2,,VAN
1,-6,103,0,64,11,1975-76,2,0,7,4,,NHL,6.8,9,26,8,[],18,3,,TOT
0,-3,33,0,34,8,1975-76,1,0,3,2,,NHL,9.1,7,26,2,[],11,1,,VAN
1,-3,70,0,30,3,1975-76,1,0,4,2,,NHL,5.7,2,26,6,[],7,2,,LAK
0,-8,82,0,33,3,1976-77,3,0,3,0,,NHL,3.7,0,27,6,[],6,3,,LAK
0,-7,101,0,47,8,1977-78,0,0,6,3,,WHA,5.9,0,28,20,[],14,3,,EDO
0,0,5,0,3,0,1978-79,0,0,0,0,,NHL,0.0,0,29,0,[],0,0,,BOS
