shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
0,,C,11.7,20,111,10,0,30,2,13,27,Brian Bradley,3.8,0.6,40,3,42,,46,-6,3.2,7,/players/b/bradlbr01.html
0,,C,7.7,14,91,5,0,19,0,7,20,Chris Gratton,2.1,0.7,27,2,89,,46,-2,1.4,6,/players/g/grattch01.html
0,,LW,17.3,9,75,9,0,30,3,13,13,Petr Klima,2.2,0.3,26,4,26,,47,-13,1.9,4,/players/k/klimape01.html
0,,RW,14.8,7,81,10,0,30,1,12,13,John Tucker,2.1,0.4,25,2,14,,46,-10,1.7,6,/players/t/tuckejo01.html
1,,D,9.0,8,134,4,1,20,2,12,11,Roman Hamrlik,3.8,1.5,23,7,86,,48,-18,2.3,2,/players/h/hamrlro01.html
0,,LW,11.4,9,70,8,0,28,0,8,11,Paul Ysebaert,1.9,0.4,19,0,12,,29,-1,1.4,2,/players/y/ysebapa01.html
0,,C,10.7,6,56,5,0,33,1,6,11,Denis Savard,1.3,0.3,17,1,10,,31,-6,1.0,5,/players/s/savarde01.html
0,,RW,10.6,5,94,6,0,23,3,10,6,Alex Selivanov,1.4,0.6,16,4,14,,43,-2,0.8,1,/players/s/selival01.html
3,,LW,12.2,3,74,6,2,25,1,9,6,Rob Zamuner,1.2,0.6,15,0,24,,43,-3,0.6,1,/players/z/zamunro01.html
1,,C,2.8,10,72,1,1,28,0,2,12,Marc Bureau,0.2,0.5,14,0,30,,48,-8,-0.3,1,/players/b/bureama01.html
0,,D,4.5,8,44,1,0,28,0,2,12,Shawn Chambers,2.4,1.3,14,1,6,,24,0,1.0,4,/players/c/chambsh01.html
0,,RW,11.1,6,36,4,0,28,0,4,7,Mikael Andersson,0.5,0.5,11,0,4,,36,-3,0.0,1,/players/a/andermi01.html
0,,C,12.8,4,39,5,0,28,1,5,5,Alexander Semak,0.8,0.3,10,0,12,,22,-3,0.6,1,/players/s/semakal01.html
0,,LW,5.4,3,56,2,0,28,0,3,3,Danton Cole,0.2,0.4,6,1,6,,26,-1,-0.1,0,/players/c/coleda01.html
1,,D,6.3,4,32,1,0,29,0,2,4,Marc Bergevin,1.9,2.1,6,0,51,,44,-6,-0.2,0,/players/b/bergema01.html
0,,D,4.7,4,43,2,0,24,0,2,4,Enrico Ciccone,2.4,2.5,6,0,225,,41,3,-0.1,0,/players/c/ciccoen01.html
0,,D,2.9,2,35,1,0,24,1,1,5,Cory Cross,1.8,2.0,6,0,41,,43,-6,-0.2,3,/players/c/crossco01.html
0,,D,3.0,2,33,1,1,25,0,1,4,Eric Charron,2.2,2.6,5,0,26,,45,1,-0.4,1,/players/c/charrer01.html
0,,LW,10.0,4,10,1,0,18,0,1,4,Jason Wiemer,-0.3,0.5,5,0,44,,36,-2,-0.8,0,/players/w/wiemeja01.html
0,,D,4.0,3,25,1,0,28,0,1,3,Bob Halkidis,0.6,0.7,4,0,40,,27,-12,-0.1,0,/players/h/halkibo01.html
0,,D,8.3,1,24,2,0,25,0,2,1,Adrien Plavsic,1.3,1.2,3,0,4,,15,5,0.2,0,/players/p/plavsad01.html
0,,RW,50.0,0,4,2,0,20,1,2,0,Brantt Myhres,0.0,0.2,2,0,81,,15,-2,-0.2,0,/players/m/myhrebr01.html
0,,D,7.1,1,14,1,0,28,0,1,1,Rudy Poeschek,1.2,1.4,2,0,92,,25,0,-0.2,0,/players/p/poescru01.html
0,,RW,0.0,2,18,0,0,25,0,0,2,Ben Hankinson,-0.2,0.3,2,0,6,,18,1,-0.5,0,/players/h/hankibe01.html
0,,RW,33.3,0,3,1,0,24,1,1,0,Jim Cummins,-0.1,0.1,1,0,41,,10,-3,-0.2,0,/players/c/cummiji01.html
0,,C,0.0,0,1,0,0,22,0,0,1,Brent Gretzky,0.0,0.0,1,0,0,,3,-2,0.0,1,/players/g/gretzbr01.html
0,,G,,0,0,0,0,29,0,0,1,Daren Puppa,5.6,0.0,1,0,2,,36,0,0.0,0,/players/p/puppada01.html
0,,G,,0,0,0,0,26,0,0,0,Jean-Claude Bergeron,0.9,0.0,0,0,2,,17,0,0.0,0,/players/b/bergeje01.html
0,,LW,0.0,0,1,0,0,31,0,0,0,Gerard Gallant,0.0,0.0,0,0,0,,1,0,0.0,0,/players/g/gallage01.html
0,,D,0.0,0,1,0,0,23,0,0,0,Chris Lipuma,0.2,0.2,0,0,0,,1,2,0.0,0,/players/l/lipumch01.html
0,,RW,0.0,0,3,0,0,31,0,0,0,Rich Sutter,-0.1,0.1,0,0,0,,4,0,-0.2,0,/players/s/sutteri01.html
