pim,team,assists,plus_minus,points,league,games_played,year,age,goals
4,Montreal Nationale,4,0,6,QJHL,10,1944-45,16,2
8,Montreal Nationale,16,0,28,QJHL,20,1945-46,17,12
26,Montreal Nationale,46,0,79,QJHL,26,1946-47,18,33
20,Valleyfield Braves,31,0,53,QSHL,43,1947-48,19,22
40,Valleyfield Braves,43,0,75,QSHL,62,1948-49,20,32
25,Valleyfield Braves,54,0,87,QSHL,60,1949-50,21,33
15,Valleyfield Braves,51,0,89,QMHL,58,1950-51,22,38
4,Valleyfield Braves,13,0,19,Alx-Cup,12,1950-51,22,6
8,Valleyfield Braves,36,0,63,QMHL,60,1951-52,23,27
10,Valleyfield Braves,45,0,85,QMHL,60,1952-53,24,40
8,Valleyfield Braves,51,0,88,QHL,69,1953-54,25,37
28,Valleyfield Braves,32,0,63,QHL,56,1954-55,26,31
2,Montreal Royals,40,0,77,QHL,62,1955-56,27,37
8,Montreal Royals,34,0,56,QHL,63,1956-57,28,22
