bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,WHL,1,Seattle Thunderbirds,30,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996-97,0,0.00,0,0
0,WHL,5,Seattle Thunderbirds,278,19,4,0,0,18,0,0,0,0,1,0,0,0,0,0,1997-98,0,3.88,0,0
0,WHL,11,Seattle Thunderbirds,637,20,6,0,0,31,0,0,0,1,5,0,0,0,0,0,1998-99,0,2.92,0,0
0,ECHL,2,Peoria Rivermen,119,21,1,0,0,6,0,0,0,0,1,0,0,0,0,.860,1999-00,43,3.03,0,37
0,ECHL,2,Peoria Rivermen,78,23,1,0,0,4,0,0,0,0,0,0,0,0,0,.902,2001-02,41,3.08,0,37
0,ECHL,3,Trenton Titans,178,24,3,0,0,14,0,0,0,0,0,0,0,0,0,.833,2002-03,84,4.72,0,70
0,AHL,1,Worcester IceCats,58,25,1,0,0,2,0,0,0,0,0,0,0,0,0,.933,2003-04,30,2.07,0,28
0,ECHL,14,Reading Royals,834,25,6,0,0,28,0,0,0,1,8,0,0,0,0,.937,2003-04,441,2.01,6,413
0,ECHL,1,Reading Royals,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,2005-06,2,0.00,0,2
0,ECHL,4,Phoenix RoadRunners,249,28,4,0,0,16,0,0,0,0,0,0,0,0,0,.911,2006-07,179,3.86,0,163
