bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,BCJHL,23,Langley Thunder,1172,17,0,0,0,73,0,0,0,1,0,0,0,0,0,0,1995-96,0,3.74,0,0
0,WHL,2,Seattle Thunderbirds,21,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1995-96,0,8.57,0,0
0,WHL,40,Seattle Thunderbirds,2162,18,16,0,0,124,0,0,1,0,19,0,0,0,0,0,1996-97,0,3.44,0,0
0,WHL,53,Seattle Thunderbirds,2805,19,22,0,0,176,0,0,3,1,20,0,0,0,0,0,1997-98,0,3.76,0,0
0,WHL,64,Seattle Thunderbirds,3665,20,17,0,0,177,0,0,10,7,34,0,0,0,0,0,1998-99,0,2.90,0,0
0,AHL,28,Worcester IceCats,1405,21,7,0,1,75,0,0,6,0,9,1,0,0,0,.895,1999-00,711,3.20,8,636
0,ECHL,10,Peoria Rivermen,599,21,4,0,0,32,0,0,0,0,6,0,0,0,0,.875,1999-00,257,3.21,0,225
0,AHL,25,Worcester IceCats,1477,22,8,0,2,66,0,0,3,3,13,2,0,0,0,.915,2000-01,779,2.68,2,713
0,AHL,21,Worcester IceCats,1108,23,10,0,0,50,0,0,2,1,6,0,0,0,0,.907,2001-02,537,2.71,4,487
0,ECHL,12,Peoria Rivermen,709,23,2,0,0,24,0,0,4,3,5,0,0,0,0,.919,2001-02,296,2.03,0,272
0,AHL,10,Worcester IceCats,577,24,5,0,0,28,0,0,3,0,1,0,0,0,0,.897,2002-03,273,2.91,0,245
0,ECHL,31,Trenton Titans,1867,24,9,0,1,85,0,0,5,2,17,1,0,0,0,.911,2002-03,950,2.73,6,865
0,AHL,1,Worcester IceCats,49,25,0,0,0,3,0,0,0,0,0,0,0,0,0,.842,2003-04,19,3.67,0,16
0,ECHL,46,Reading Royals,2728,25,18,0,3,108,0,0,4,1,24,3,0,0,0,.926,2003-04,1465,2.38,18,1357
0,AHL,14,Providence Bruins,731,26,7,0,0,39,0,0,2,0,4,0,0,0,0,.898,2004-05,382,3.20,0,343
0,ECHL,20,Reading Royals,1163,26,11,0,2,42,0,0,1,3,8,2,0,0,0,.919,2004-05,521,2.17,10,479
0,AHL,9,Bridgeport Sound Tigers,494,27,2,0,0,17,0,0,1,0,5,0,0,0,0,.938,2005-06,276,2.06,0,259
0,ECHL,38,Reading Royals,2292,27,11,0,3,96,0,0,3,2,24,3,0,0,0,.916,2005-06,1142,2.51,20,1046
0,ECHL,38,Phoenix RoadRunners,2062,28,22,0,1,120,0,0,2,1,10,1,0,0,0,.905,2006-07,1268,3.49,25,1148
0,AHL,2,Grand Rapids Griffins,14,29,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2007-08,0,8.57,0,0
0,ECHL,46,2 Teams,2632,29,22,0,0,156,0,0,5,2,17,0,0,0,0,0,2007-08,0,3.56,24,0
0,ECHL,33,Phoenix RoadRunners,1867,29,20,0,0,121,0,0,3,1,9,0,0,0,0,0,2007-08,0,3.89,22,0
0,ECHL,13,Cincinnati Cyclones,765,29,2,0,0,35,0,0,2,1,8,0,0,0,0,0,2007-08,0,2.75,2,0
