assists,year,games_played,points,goals,team,age,pim,plus_minus,league
6,1940-41,48,24,18,Portland Buckaroos,22,58,0,PCHL
3,1941-42,37,10,7,Montreal Sr. Canadiens,23,67,0,QSHL
7,1942-43,25,9,2,Montreal Sr. Canadiens,24,12,0,QSHL
2,1943-44,1,2,0,Montreal Canada Car,25,0,0,MCHL
0,1943-44,4,0,0,Montreal RCAF,25,0,0,MNDHL
9,1945-46,28,19,10,Hull Volants,27,15,0,QSHL
28,1946-47,58,48,20,Houston Huskies,28,22,0,USHL
24,1947-48,56,47,23,2 Teams,29,14,0,USHL
9,1947-48,18,17,8,Houston Huskies,29,4,0,USHL
15,1947-48,38,30,15,Tulsa Oilers,29,10,0,USHL
35,1948-49,66,55,20,Tulsa Oilers,30,18,0,USHL
33,1949-50,47,49,16,Tacoma Rockets,31,12,0,PCHL
10,1949-50,21,14,4,2 Teams,31,4,0,USHL
3,1949-50,6,4,1,Tulsa Oilers,31,2,0,USHL
7,1949-50,15,10,3,St. Paul Saints,31,2,0,USHL
16,1950-51,45,25,9,Tacoma Rockets,32,14,0,PCHL
24,1951-52,43,38,14,Vernon Canadians,33,33,0,QMHL
21,1952-53,32,28,7,Melville Millionaires,34,22,0,SSHL
