goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.8,0,NHL,4,BOS,240,19,1,0,0,10,0,0,0,0,3,0,0,0,0,.906,1985-86,106,2.50,0,[],96
7.2,0,NHL,41,BOS,2234,20,20,91,1,124,0,12.39,2,3,16,1,0,0,0,.891,1986-87,1137,3.33,8,[],1013
1.1,0,NHL,6,EDM,325,21,0,0,2,16,0,0,2,0,3,2,0,0,0,.899,1987-88,159,2.95,0,[],143
3.7,0,NHL,29,EDM,1509,22,8,102,0,88,0,-1.41,2,1,15,0,0,0,0,.877,1988-89,718,3.50,2,[],630
8.6,0,NHL,56,EDM,3107,23,16,95,2,165,0,8.90,9,1,24,2,0,0,0,.887,1989-90,1463,3.19,18,"[{'link': '/awards/voting-1990.html#AS', 'name': 'AS-7'}, {'link': '/awards/smythe.html#1990', 'name': None}]",1298
10.4,0,NHL,60,EDM,3415,24,27,94,4,182,0,12.34,3,0,27,4,0,0,0,.893,1990-91,1705,3.20,6,"[{'link': '/awards/voting-1991.html#AS', 'name': 'AS-10'}, {'link': '/awards/voting-1991.html#vezina', 'name': 'Vezina-8'}]",1523
9.9,0,NHL,67,EDM,3822,25,26,103,3,228,0,-7.56,10,1,27,3,0,0,0,.884,1991-92,1971,3.58,4,[],1743
10.7,0,NHL,67,EDM,3753,26,38,101,3,240,0,-2.35,6,1,17,3,0,0,0,.884,1992-93,2065,3.84,10,[],1825
13.2,0,NHL,71,EDM,4070,27,34,97,2,236,0,7.96,11,1,22,2,0,0,0,.898,1993-94,2325,3.48,2,[],2089
4.4,0,NHL,40,EDM,2203,28,20,118,2,0,0,-20.26,3,2,15,2,0,0,0,.883,1994-95,1134,3.62,2,[],1001
8.5,0,NHL,77,TOT,4322,29,0,114,3,0,0,-28.36,9,2,34,3,0,0,0,.885,1995-96,2054,3.29,2,"[{'link': '/awards/voting-1996.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-1996.html#vezina', 'name': 'Vezina-10'}]",1817
3.3,0,NHL,37,EDM,2015,29,18,123,1,128,0,-23.98,5,1,13,1,0,0,0,.875,1995-96,1024,3.81,2,"[{'link': '/awards/voting-1996.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-1996.html#vezina', 'name': 'Vezina-10'}]",896
5.2,0,NHL,40,BOS,2307,29,12,104,2,109,0,-4.37,4,1,21,2,0,0,0,.894,1995-96,1030,2.83,0,"[{'link': '/awards/voting-1996.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-1996.html#vezina', 'name': 'Vezina-10'}]",921
5.6,0,NHL,55,TOT,3156,30,23,119,1,171,0,-26.75,10,2,20,1,0,0,0,.887,1996-97,1514,3.25,7,[],1343
4.0,0,NHL,37,BOS,2147,30,16,119,0,125,0,-20.01,8,2,12,0,0,0,0,.887,1996-97,1102,3.49,0,[],977
1.6,0,NHL,18,WSH,1009,30,7,117,1,46,0,-6.75,2,0,8,1,0,0,0,.888,1996-97,412,2.74,7,[],366
3.0,0,NHL,22,WSH,1183,31,12,106,1,55,0,-2.96,2,0,7,1,0,0,0,.901,1997-98,555,2.79,0,[],500
3.2,0,NHL,36,TOT,1812,32,18,125,0,110,0,-21.85,4,1,6,0,0,0,0,.885,1998-99,956,3.64,2,[],846
2.5,0,NHL,32,TBL,1568,32,18,129,0,102,0,-22.88,3,1,3,0,0,0,0,.881,1998-99,858,3.90,2,[],756
0.7,0,NHL,4,DET,244,32,0,0,0,8,0,0,1,0,3,0,0,0,0,.918,1998-99,98,1.97,0,[],90
1.6,0,NHL,16,EDM,785,33,6,121,0,47,0,-8.09,3,0,4,0,0,0,0,.885,1999-00,407,3.59,2,[],360
