age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,SC,7.3,3,5,7,NHL,0,0,1970-71,2,55,4,,1,34,,MTL,9
23,,0.0,0,1,-3,NHL,6,0,1971-72,0,7,0,,0,0,,MTL,1
24,SC,11.1,4,7,0,NHL,0,0,1972-73,1,54,6,,2,20,,MTL,13
25,,0.0,0,2,0,NHL,6,0,1973-74,0,9,0,,0,4,,MTL,2
26,,16.7,2,4,7,NHL,11,0,1974-75,0,36,6,,3,4,,MTL,10
27,SC,5.8,2,3,3,NHL,13,0,1975-76,1,52,3,,1,12,,MTL,6
28,SC,6.3,2,9,8,NHL,12,0,1976-77,0,48,3,,1,4,,MTL,12
29,SC,3.3,0,6,-2,NHL,14,0,1977-78,0,30,1,,1,16,,MTL,7
30,SC,8.0,1,6,5,NHL,10,0,1978-79,0,25,2,,1,10,,MTL,8
31,,0.0,0,0,1,NHL,2,0,1979-80,0,2,0,,0,0,,MTL,0
32,,0,0,0,-1,NHL,1,0,1980-81,0,0,0,,0,17,,MTL,0
33,,5.6,0,0,2,NHL,7,0,1981-82,1,18,1,,1,8,,STL,1
34,,0.0,0,1,-2,NHL,4,0,1982-83,0,6,0,,0,9,,STL,1
