average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,19,0,2,0,1,0,0,0,0,1980-81,BUF,0,0,[],0.0,,1
,6,0,0,NHL,20,4,47,-3,33,2,0,0,0,1981-82,BUF,2,4,[],6.1,,20
,45,2,2,NHL,24,23,74,12,134,11,2,1,6,1985-86,PIT,15,30,[],11.2,,75
,53,5,2,NHL,25,23,142,14,169,21,3,2,2,1986-87,PIT,26,27,[],15.4,,79
,74,6,0,NHL,26,23,141,13,229,21,14,1,15,1987-88,PIT,35,39,"[{'link': '/awards/voting-1988.html#AS', 'name': 'AS-13'}]",15.3,,71
,44,1,0,NHL,27,14,156,-22,163,15,10,0,5,1988-89,PIT,25,19,"[{'link': '/awards/voting-1989.html#selke', 'name': 'Selke-21'}]",15.3,,70
,29,2,0,NHL,28,12,75,-11,121,10,4,0,3,1989-90,TOT,14,15,[],11.6,,71
,11,1,0,NHL,28,4,34,-7,51,3,2,0,2,1989-90,WIN,5,6,[],9.8,,28
,18,1,0,NHL,28,8,41,-4,70,7,2,0,1,1989-90,HAR,9,9,[],12.9,,43
,14,1,0,NHL,29,4,49,-6,56,9,0,0,1,1990-91,HAR,9,5,[],16.1,,32
,17,1,0,NHL,30,7,71,-5,63,7,0,0,3,1991-92,HAR,7,10,[],11.1,,39
,9,1,0,NHL,31,4,63,-1,47,5,0,0,0,1992-93,HAR,5,4,[],10.6,,39
,24,2,1,NHL,32,11,100,-1,154,12,0,0,0,1993-94,TOT,13,11,[],8.4,,79
,17,1,1,NHL,32,8,87,-2,121,8,0,0,0,1993-94,HAR,9,8,[],7.4,,63
,7,1,0,NHL,32,3,13,1,33,4,0,0,0,1993-94,CHI,4,3,[],12.1,,16
,10,0,0,NHL,33,5,68,-19,71,3,2,0,0,1994-95,OTT,5,5,[],7.0,,48
,36,2,0,NHL,34,15,130,-31,142,13,4,0,4,1995-96,OTT,17,19,[],12.0,,81
,36,3,0,NHL,35,20,99,-7,115,6,6,0,4,1996-97,OTT,12,24,[],10.4,,76
,13,0,0,NHL,36,9,63,-14,81,1,1,0,2,1997-98,OTT,2,11,[],2.5,,71
8:58,4,1,0,NHL,37,2,0,1,12,2,0,0,0,1998-99,BUF,2,2,[],16.7,126,14
