assists,year,games_played,points,goals,team,age,pim,plus_minus,league
32,1987-88,40,67,35,Don Mills Flyers,16,46,0,MTHL
15,1988-89,60,26,11,Canada,17,16,0,Nat-Tm
22,1989-90,61,34,12,Canada,18,44,0,Nat-Tm
2,1989-90,7,2,0,Canada,18,4,0,WJC-A
42,1990-91,39,61,19,Ottawa 67\'s,19,35,0,OHL
3,1990-91,7,4,1,Canada,19,0,0,WJC-A
1,1990-91,7,3,2,Moncton Hawks,19,2,0,AHL
18,1991-92,61,29,11,Moncton Hawks,20,113,0,AHL
23,1992-93,67,35,12,Moncton Hawks,21,40,0,AHL
23,1993-94,46,43,20,Adirondack Red Wings,22,49,0,AHL
0,1999-00,3,1,1,Canada,28,0,0,WC-A
2,2000-01,7,3,1,Canada,29,0,2,WC-A
3,2002-03,9,3,0,Canada,31,10,1,WC-A
2,2004-05,5,4,2,Canada,33,2,5,W-Cup
2,2004-05,9,2,0,Canada,33,6,-1,WC-A
0,2005-06,6,0,0,Canada,34,0,2,Olympics
