year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1948-49,15,2,0,2,0,OHA-Jr.,10,St. Michael\'s Majors,4
1949-50,16,21,38,11,0,OHA-Jr.,47,St. Michael\'s Majors,32
1950-51,17,25,54,18,0,OHA-Jr.,54,St. Michael\'s Majors,43
1951-52,18,31,26,23,0,OHA-Jr.,51,St. Michael\'s Majors,54
1952-53,19,22,19,20,0,AHL,51,Pittsburgh Hornets,42
1953-54,20,2,2,5,0,QHL,4,Ottawa Senators,7
1953-54,20,16,29,30,0,AHL,64,Pittsburgh Hornets,46
1954-55,21,8,14,19,0,AHL,49,Pittsburgh Hornets,27
1955-56,22,6,39,16,0,AHL,47,Pittsburgh Hornets,22
1956-57,23,11,21,29,0,AHL,59,Springfield Indians,40
1957-58,24,28,8,32,0,QHL,64,Quebec Aces,60
1958-59,25,25,12,25,0,QHL,59,Trois-Rivieres Lions,50
1959-60,26,22,24,31,0,EPHL,66,Trois-Rivieres Lions,53
1960-61,27,20,24,36,0,EPHL,70,Kitchener-Waterloo Beavers,56
1961-62,28,12,16,24,0,EPHL,67,North Bay Trappers,36
1962-63,29,0,0,0,0,EPHL,1,Sudbury Wolves,0
1962-63,29,17,14,23,0,WHL,61,Calgary/Seattle,40
1963-64,30,13,15,19,0,WHL,68,Seattle Totems,32
1964-65,31,11,12,10,0,WHL,57,Seattle Totems,21
1965-66,32,31,40,43,0,EHL,72,Long Island Ducks,74
1966-67,33,16,38,30,0,EHL,71,Jacksonville Rockets,46
1967-68,34,13,10,22,0,EHL,55,Jacksonville Rockets,35
