assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1927-28,11,10,10,Montreal Victorias,17,4,0,MCJHL
0,1928-29,10,8,8,Montreal Victorias,18,14,0,MCJHL
0,1929-30,10,3,3,Montreal Victorias,19,12,0,MRTHL
19,1930-31,48,41,22,Windsor Bulldogs,20,13,0,IHL
8,1931-32,35,19,11,Windsor Bulldogs,21,36,0,IHL
9,1933-34,38,22,13,Windsor Bulldogs,23,34,0,IHL
5,1934-35,17,17,12,Detroit Olympics,24,0,0,IHL
6,1935-36,12,10,4,Detroit Olympics,25,14,0,IHL
21,1936-37,49,41,20,Providence Reds,26,16,0,IAHL
27,1937-38,48,49,22,Cleveland Barons,27,22,0,IAHL
32,1938-39,54,51,19,Cleveland Barons,28,23,0,IAHL
12,1939-40,44,21,9,2 Teams,29,26,0,IAHL
6,1939-40,24,11,5,Cleveland Barons,29,18,0,IAHL
6,1939-40,20,10,4,Pittsburgh Hornets,29,8,0,IAHL
21,1940-41,48,28,7,Pittsburgh Hornets,30,12,0,AHL
