assists,year,games_played,points,goals,team,age,pim,plus_minus,league
1,1925-26,3,3,2,Regina Falcons,16,10,0,M-Cup
0,1926-27,1,0,0,Regina Falcons,17,0,0,S-SJHL
1,1927-28,2,3,2,Vancouver Monarchs,18,0,0,VCAHL
1,1927-28,2,5,4,Vancouver Maroons,18,4,0,Al-Cup
0,1928-29,2,0,0,Portland Buckaroos,19,8,0,PCHL
0,1929-30,4,3,3,Portland Buckaroos,20,0,0,PCHL
2,1932-33,6,3,1,Syracuse Stars,23,29,0,IHL
0,1933-34,6,0,0,Syracuse Stars,24,0,0,IHL
0,1934-35,2,0,0,Syracuse Stars,25,0,0,IHL
4,1935-36,8,5,1,Windsor Bulldogs,26,14,0,IHL
0,1937-38,4,1,1,Seattle Seahawks,28,0,0,PCHL
2,1938-39,7,5,3,Seattle Seahawks,29,9,0,PCHL
0,1940-41,2,0,0,Seattle Olympics,31,2,0,PCHL
5,1943-44,2,7,2,Seattle Ironmen,34,12,0,PCSHL
1,1943-44,4,8,7,Portland Oilers,34,2,0,PCSHL
