assists,year,games_played,points,goals,team,age,pim,plus_minus,league
3,1931-32,15,9,6,Ottawa Primrose,16,8,0,OCJHL
3,1932-33,13,8,5,Ottawa Primrose,17,6,0,OCJHL
18,1933-34,16,38,20,Hull Lasalle Juniors,18,47,0,OCJHL
0,1933-34,1,0,0,Hull Lasalle Seniors,18,0,0,OCHL
7,1934-35,20,17,10,Ottawa Senators,19,8,0,OCHL
7,1935-36,12,14,7,Ottawa Senators,20,12,0,OCHL
13,1936-37,27,23,10,New Haven Eagles,21,33,0,IAHL
6,1939-40,7,7,1,New Haven Eagles,24,0,0,IAHL
4,1940-41,19,12,8,New Haven Eagles,25,8,0,AHL
21,1941-42,56,44,23,Washington Lions,26,31,0,AHL
33,1942-43,40,65,32,2 Teams,27,37,0,QSHL
14,1942-43,29,36,22,Ottawa Commandos,27,31,0,QSHL
19,1942-43,11,29,10,Ottawa RCAF Flyers,27,6,0,QSHL
13,1945-46,13,21,8,Hull Volants,30,10,0,QSHL
30,1946-47,40,54,24,St-Hyacinthe Gaulois,31,20,0,QPHL
