year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2006-07,15,31,0,43,0,GTHL,50,Toronto Jr. Canadiens,74
2006-07,15,1,0,0,0,ON-Jr.A,1,Toronto Jr. Canadiens,1
2007-08,16,19,14,33,-18,OHL,61,Erie Otters,52
2008-09,17,16,26,50,1,OHL,68,Erie Otters,66
2008-09,17,2,0,3,3,WJ18-A,6,Canada,5
2011-12,20,2,4,2,3,WC-A,7,Canada,4
2012-13,21,5,2,5,0,KHL,12,Metallurg Magnitogorsk,10
2012-13,21,1,0,2,4,WC-A,8,Canada,3
2014-15,23,2,0,9,10,WC,10,Canada,11
2015-16,24,2,2,6,9,WC,10,Canada,8
2016-17,25,0,0,0,-1,WCup,6,Canada,0
