giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
31,NHL,81,2,18,529,211,135,26,37,0,1358,COL,69,47.8,[],5.9,6,18,4,8,485,2,2009-10,53,16:46,0,18,0,18
23,NHL,74,0,19,494,181,119,26,53,2,1188,COL,72,51.8,"[{'link': '/awards/voting-2011.html#selke', 'name': 'Selke-53'}]",10.9,10,13,-7,13,531,1,2010-11,31,16:03,2,16,1,10
34,NHL,81,3,20,681,302,189,55,62,11,1582,COL,101,52.8,"[{'link': '/awards/voting-2012.html#byng', 'name': 'Byng-46'}, {'link': '/awards/voting-2012.html#selke', 'name': 'Selke-14'}]",9.5,14,37,-1,18,762,0,2011-12,50,19:32,4,12,0,26
10,NHL,29,0,21,215,118,66,20,7,3,537,COL,34,52.9,"[{'link': '/awards/voting-2013.html#selke', 'name': 'Selke-33'}]",9.1,3,14,-3,6,241,0,2012-13,14,18:30,3,4,0,11
33,NHL,80,6,22,179,320,201,64,22,13,1586,COL,83,51.8,"[{'link': '/awards/voting-2014.html#AS', 'name': 'AS-11'}, {'link': '/awards/byng.html#2014', 'name': None}, {'link': '/awards/voting-2014.html#selke', 'name': 'Selke-6'}]",13.9,19,36,-1,28,192,0,2013-14,43,19:49,9,2,0,23
26,NHL,82,1,23,621,273,171,55,38,10,1617,COL,98,53.4,"[{'link': '/awards/voting-2015.html#byng', 'name': 'Byng-9'}, {'link': '/awards/voting-2015.html#selke', 'name': 'Selke-12'}]",9.9,14,38,-5,17,713,1,2014-15,48,19:43,2,12,1,27
28,NHL,71,2,24,788,243,157,60,17,14,1543,BUF,47,56.5,"[{'link': '/awards/voting-2016.html#byng', 'name': 'Byng-5'}, {'link': '/awards/voting-2016.html#selke', 'name': 'Selke-33'}]",13.4,12,39,-16,21,1024,1,2015-16,43,21:44,8,8,0,25
27,NHL,72,3,25,752,297,189,55,21,16,1545,BUF,58,58.0,"[{'link': '/awards/voting-2017.html#byng', 'name': 'Byng-10'}, {'link': '/awards/voting-2017.html#selke', 'name': 'Selke-11'}]",10.6,11,35,-1,20,1039,1,2016-17,45,21:28,8,10,1,18
