giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,10,0,21,0,0,7,2,0,1,,CGY,0,0,[],0.0,0,2,1,0,0,0,1994-95,0,,0,2,0,1
0,NHL,74,3,22,0,0,132,35,0,13,,CGY,0,0,[],12.1,11,19,-5,16,0,1,1995-96,0,,4,41,0,6
0,NHL,58,0,23,0,0,112,26,0,8,,CGY,0,0,[],5.4,4,20,-6,6,0,0,1996-97,0,,2,14,0,12
0,NHL,72,1,24,0,0,178,49,0,6,,CGY,0,0,[],15.2,14,22,-9,27,0,4,1997-98,0,,9,40,1,15
0,NHL,76,5,25,0,0,175,57,0,10,1240,CGY,0,0,[],15.4,15,30,7,27,0,3,1998-99,0,16:19,9,38,0,20
0,NHL,37,3,26,0,0,59,21,0,3,657,CGY,0,0,[],20.3,6,9,-9,12,0,0,1999-00,0,17:45,6,12,0,6
0,NHL,78,4,27,0,0,174,52,0,8,1467,TOT,0,0,[],13.8,14,28,-8,24,0,0,2000-01,0,18:48,10,51,0,20
0,NHL,66,4,27,0,0,148,45,0,7,1243,CGY,0,0,[],14.2,14,24,-6,21,0,0,2000-01,0,18:50,7,45,0,17
0,NHL,12,0,27,0,0,26,7,0,1,223,STL,0,0,[],11.5,0,4,-2,3,0,0,2000-01,0,18:37,3,6,0,3
0,NHL,80,4,28,0,0,140,45,0,8,1204,STL,0,0,[],16.4,17,22,8,23,0,0,2001-02,0,15:03,6,36,0,14
0,NHL,79,4,29,0,0,157,67,0,11,1448,STL,0,0,[],15.3,18,43,12,24,0,0,2002-03,0,18:20,6,56,2,30
0,NHL,81,6,30,0,0,178,80,0,15,1582,TBL,0,0,"[{'link': '/awards/voting-2004.html#AS', 'name': 'AS-7'}]",14.0,13,55,18,25,0,1,2003-04,0,19:32,11,36,0,40
0,NHL,72,3,32,0,0,177,76,0,24,1344,CAR,0,0,[],11.9,11,55,-9,21,0,0,2005-06,0,18:40,10,32,0,31
0,NHL,43,0,33,0,0,85,27,0,12,749,CAR,0,0,[],5.9,4,22,-8,5,0,0,2006-07,0,17:25,1,24,0,10
35,NHL,79,6,34,10,298,166,65,69,18,1500,TOT,32,41.2,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-27'}]",14.5,13,41,-15,24,7,0,2007-08,22,18:59,11,24,0,23
28,NHL,55,6,34,5,221,124,46,43,8,1094,CAR,24,54.5,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-27'}]",16.9,11,25,-7,21,6,0,2007-08,20,19:53,10,14,0,17
7,NHL,24,0,34,5,77,42,19,26,10,406,OTT,8,16.7,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-27'}]",7.1,2,16,-8,3,1,0,2007-08,2,16:54,1,10,0,6
30,NHL,63,2,35,19,226,115,49,67,13,1045,FLA,32,36.7,"[{'link': '/awards/voting-2009.html#byng', 'name': 'Byng-64'}]",14.8,9,32,1,17,11,0,2008-09,20,16:35,8,37,0,19
23,NHL,58,4,36,11,249,126,37,66,6,1019,FLA,25,62.1,[],11.9,12,22,-3,15,18,0,2009-10,22,17:34,3,22,0,16
28,NHL,65,2,37,20,218,116,39,64,9,1099,TOT,31,45.9,[],10.3,9,27,5,12,17,0,2010-11,30,16:55,3,24,0,18
12,NHL,44,1,37,14,151,81,23,53,5,701,FLA,21,44.0,[],8.6,6,16,3,7,11,0,2010-11,18,15:56,1,20,0,11
16,NHL,21,1,37,6,67,35,16,11,4,398,CAR,10,50.0,[],14.3,3,11,2,5,6,0,2010-11,12,18:58,2,4,0,7
