assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
35,3,18,33,19:42,3.4,1.1,10,1418,12,C,4.5,23,NSH,/players/r/ronnicl01.html,0,40,8,-6,Cliff Ronning,7.5,1999,53,0,72,239
34,0,16,27,19:26,3.2,0.9,11,1321,11,C,4.1,22,NSH,/players/j/johnsgr02.html,1,24,2,-8,Greg Johnson,13.3,1999,50,3,68,120
23,6,25,24,16:08,4.4,0.9,15,1129,7,RW,5.3,16,NSH,/players/k/krivose01.html,0,42,10,-5,Sergei Krivokrasov,12.0,1999,48,0,70,208
24,3,16,23,15:18,2.8,0.5,13,1102,3,C,3.2,21,NSH,/players/b/bordese01.html,0,26,1,-14,Sebastien Bordeleau,9.5,1999,40,2,72,168
25,2,15,25,16:21,2.5,1.1,14,1161,2,C,3.6,22,NSH,/players/w/walkesc01.html,1,103,0,0,Scott Walker,15.6,1999,40,1,71,96
19,1,13,30,17:17,0.9,0.6,13,1383,2,RW,1.5,15,NSH,/players/f/fitzgto01.html,2,48,0,-18,Tom Fitzgerald,7.2,1999,32,0,80,180
20,1,11,25,13:13,1.6,0.6,4,1018,6,LW,2.1,14,NSH,/players/b/brunean01.html,0,26,7,-10,Andrew Brunette,16.9,1999,31,0,77,65
20,2,11,29,17:41,0.9,0.7,9,1256,8,LW,1.6,12,NSH,/players/k/kjellpa01.html,0,24,2,-13,Patric Kjellberg,10.7,1999,31,0,71,103
12,1,6,27,16:12,1.4,0.0,2,1021,7,D,1.4,5,NSH,/players/h/hewarja01.html,0,44,4,-24,Jamie Heward,4.8,1999,18,0,63,124
10,2,7,24,15:06,0.2,0.4,6,831,0,RW,0.6,10,NSH,/players/y/yachmvi01.html,0,10,0,-10,Vitali Yachmenev,8.4,1999,17,1,55,83
15,0,2,27,21:43,0.3,2.2,2,1607,4,D,2.5,10,NSH,/players/b/berehdr01.html,1,140,0,-9,Drake Berehowsky,2.5,1999,17,0,74,79
11,0,5,29,10:20,0.0,0.6,4,785,0,LW,0.7,11,NSH,/players/l/lambede01.html,0,218,1,-3,Denny Lambert,7.6,1999,16,0,76,66
11,0,4,25,22:34,0.5,1.8,4,1444,2,D,2.3,8,NSH,/players/b/bouchjo01.html,1,60,0,-10,Joel Bouchard,5.1,1999,15,0,64,78
6,1,8,29,14:54,0.1,0.3,6,790,0,RW,0.5,5,NSH,/players/a/atchebl01.html,1,16,2,-10,Blair Atcheynum,11.4,1999,14,0,53,70
12,1,2,26,20:39,0.7,0.8,2,950,6,D,1.4,5,NSH,/players/s/slanejo01.html,1,14,0,-12,John Slaney,2.4,1999,14,0,46,84
10,1,3,27,18:31,0.2,2.2,3,1463,0,D,2.3,9,NSH,/players/b/boughbo01.html,1,137,0,-6,Bob Boughner,5.1,1999,13,0,79,59
8,0,4,23,19:04,0.7,1.4,3,953,5,D,2.1,3,NSH,/players/t/timonki01.html,0,30,1,-4,Kimmo Timonen,5.3,1999,12,0,50,75
6,0,5,25,18:05,0.6,1.8,5,995,1,D,2.4,4,NSH,/players/v/vopatja01.html,1,28,0,0,Jan Vopat,10.9,1999,11,0,55,46
5,0,5,25,15:54,0.9,0.2,4,223,2,LW,1.2,3,NSH,/players/p/peltovi01.html,0,2,1,1,Ville Peltonen,16.1,1999,10,0,14,31
5,1,4,30,15:51,-0.4,0.2,4,634,0,C,-0.2,5,NSH,/players/t/turcoda01.html,0,16,0,-11,Darren Turcotte,5.5,1999,9,0,40,73
2,2,4,28,11:01,0.5,0.3,4,209,0,C,0.8,2,NSH,/players/v/valicro01.html,0,2,0,4,Rob Valicevic,17.4,1999,6,0,19,23
6,0,0,24,9:22,-0.1,0.1,0,281,0,RW,0.0,6,NSH,/players/m/mowerma01.html,0,4,0,-4,Mark Mowers,0.0,1999,6,0,30,24
2,1,2,33,20:47,-0.1,1.0,1,727,0,D,0.9,2,NSH,/players/d/daignjj01.html,0,38,1,-4,J.J. Daigneault,5.3,1999,4,0,35,38
3,0,1,30,10:56,0.2,0.1,1,98,0,LW,0.3,3,NSH,/players/d/danieje01.html,0,2,0,-1,Jeff Daniels,12.5,1999,4,0,9,8
1,0,2,26,16:09,0.1,0.1,2,145,0,C,0.2,1,NSH,/players/n/nelsoje01.html,0,2,0,-1,Jeff Nelson,25.0,1999,3,0,9,8
2,0,1,24,4:14,-0.4,0.0,1,296,0,LW,-0.4,2,NSH,/players/c/cotepa01.html,0,242,0,-7,Patrick Cote,4.8,1999,3,0,70,21
2,0,0,30,16:30,-0.1,0.7,0,297,0,D,0.6,2,NSH,/players/m/moreja01.html,0,18,0,2,Jay More,0.0,1999,2,0,18,24
1,0,0,27,7:00,0.1,0.0,0,14,0,LW,0.1,1,NSH,/players/f/frieddo01.html,0,14,0,0,Doug Friedman,0.0,1999,1,0,2,3
1,0,0,24,11:47,0.1,0.0,0,24,0,D,0.1,1,NSH,/players/s/skraska01.html,0,0,0,0,Karlis Skrastins,,1999,1,0,2,0
1,0,0,22,52:48,0.0,0.0,0,1954,0,G,6.1,0,NSH,/players/v/vokouto01.html,0,6,0,0,Tomas Vokoun,0.0,1999,1,0,37,1
0,0,0,26,18:11,-0.1,-0.1,0,109,0,D,-0.2,0,NSH,/players/d/devrigr01.html,0,4,0,-4,Greg de Vries,0.0,1999,0,0,6,1
0,0,0,26,56:11,0.0,0.0,0,2472,0,G,8.2,0,NSH,/players/d/dunhami01.html,0,4,0,0,Mike Dunham,,1999,0,0,44,0
0,0,0,23,49:40,0.0,0.0,0,447,0,G,1.0,0,NSH,/players/f/fichaer01.html,0,0,0,0,Eric Fichaud,,1999,0,0,9,0
0,0,0,24,6:23,0.0,0.0,0,13,0,RW,-0.1,0,NSH,/players/h/hendema01.html,0,2,0,-1,Matt Henderson,,1999,0,0,2,0
0,0,0,30,16:20,-0.3,0.2,0,261,0,D,0.0,0,NSH,/players/k/keczmda01.html,0,12,0,-3,Dan Keczmer,0.0,1999,0,0,16,12
0,0,0,18,12:50,0.0,0.0,0,13,0,C,0.0,0,NSH,/players/l/legwada01.html,0,0,0,0,David Legwand,0.0,1999,0,0,1,2
0,0,0,22,23:02,0.0,0.0,0,69,0,G,0.0,0,NSH,/players/m/masonch02.html,0,0,0,0,Chris Mason,,1999,0,0,3,0
0,0,0,25,9:54,-0.1,0.0,0,30,0,RW,-0.1,0,NSH,/players/s/smythbr01.html,0,6,0,-1,Brad Smyth,0.0,1999,0,0,3,5
0,0,0,20,8:19,0.0,0.0,0,17,0,C,-0.1,0,NSH,/players/s/sykorpe02.html,0,0,0,-1,Petr Sykora,0.0,1999,0,0,2,2
0,0,0,30,16:16,0.0,-0.1,0,33,0,D,-0.1,0,NSH,/players/z/zettlro01.html,0,2,0,-2,Rob Zettler,,1999,0,0,2,0
