offensive_point_share,name,even_strength_goals,shorthanded_goals,plus_minus,shotsPercentage,age,shots,assists,positions,overall_point_share,points,games_played,power_play_assists,defensive_point_share,game_winning_goals,power_play_goals,total_ice_time,shorthanded_assists,goals,even_strength_assists,average_ice_time,pim
3.7,David Legwand,13,1,-2,10.2,22,167,31,C,5.2,48,64,15,1.6,4,3,1231,0,17,16,19:14,34
3.3,Kimmo Timonen,2,0,-3,4.2,27,144,34,D,7.4,40,72,24,4.1,0,4,1614,0,6,10,22:25,46
3.6,Andreas Johansson,10,0,-4,16.1,29,124,17,LW,4.7,37,56,7,1.1,0,10,939,0,20,10,16:46,22
1.7,Denis Arkhipov,8,0,-18,7.4,23,148,24,C,2.6,35,79,11,0.9,1,3,1196,0,11,13,15:09,32
4.4,Andy Delmore,4,0,-17,12.1,26,149,16,D,6.3,34,71,10,1.8,6,14,1213,0,18,6,17:05,28
1.5,Scott Hartnell,10,0,-3,5.4,20,221,22,RW,3.1,34,82,3,1.6,2,2,1254,0,12,19,15:17,101
1.9,Scott Walker,8,0,2,12.1,29,124,18,RW,3.6,33,60,8,1.7,5,7,1190,0,15,10,19:50,58
1.4,Vladimir Orszagh,13,0,-1,10.5,25,152,16,RW,3.2,32,78,4,1.8,3,3,1370,0,16,12,17:34,38
1.7,Adam Hall,8,0,-8,11.0,22,146,12,RW,2.9,28,79,4,1.2,2,8,1117,0,16,8,14:09,31
-0.2,Vitali Yachmenev,5,0,7,7.4,28,68,15,LW,1.5,20,62,3,1.7,1,0,1032,0,5,12,16:38,12
0.2,Rem Murray,5,0,1,7.4,30,81,13,LW,1.4,19,53,1,1.3,0,1,915,0,6,12,17:16,18
1.0,Jason York,2,0,13,3.7,32,107,15,D,6.0,19,74,7,5.0,0,2,1477,0,4,8,19:57,52
0.9,Greg Johnson,8,0,7,14.5,31,55,9,C,2.1,17,38,0,1.2,0,0,653,0,8,9,17:11,22
-0.5,Clarke Wilm,5,0,-11,4.6,26,108,11,C,0.4,16,82,1,0.9,0,0,981,0,5,10,11:58,36
0.0,Karlis Skrastins,2,1,-18,3.5,28,86,10,D,3.0,13,82,1,3.0,0,0,1664,0,3,9,20:17,44
0.0,Denis Pederson,4,0,2,6.3,27,64,6,RW,0.8,10,43,0,0.8,0,0,551,0,4,6,12:48,39
0.4,Mark Eaton,2,0,1,3.8,25,52,7,D,2.6,9,50,2,2.2,0,0,788,0,2,5,15:45,22
-0.5,Cale Hulse,2,0,-11,2.4,29,82,6,D,2.7,8,80,0,3.2,1,0,1527,0,2,6,19:05,121
0.0,Martin Erat,0,0,-9,2.6,21,39,7,LW,0.1,8,27,3,0.1,0,1,345,0,1,4,12:47,14
0.6,Vernon Fiddler,4,0,2,20.0,22,20,2,C,0.9,6,19,0,0.3,1,0,184,0,4,2,9:40,14
-0.8,Bill Houlder,2,0,-2,3.9,35,51,4,D,3.2,6,82,0,4.0,1,0,1567,0,2,4,19:07,46
-0.1,Oleg Petrov,2,0,-4,5.4,31,37,2,LW,0.1,4,17,1,0.2,0,0,278,0,2,1,16:20,2
-0.8,Brent Gilchrist,1,0,-11,2.4,35,41,2,LW,-0.7,3,41,0,0.1,0,0,441,0,1,2,10:46,14
0.1,Jon Sim,1,0,0,33.3,25,3,0,RW,0.2,1,4,0,0.1,0,0,37,0,1,0,9:18,0
-0.1,Wyatt Smith,1,0,-1,12.5,25,8,0,C,0.0,1,11,0,0.1,0,0,131,0,1,0,11:56,0
0.0,Scottie Upshall,1,0,2,16.7,19,6,0,RW,0.2,1,8,0,0.2,0,0,70,0,1,0,8:42,0
0.0,Wade Flaherty,0,0,0,,35,0,1,G,0.0,1,1,0,0.0,0,0,51,0,0,0,51:07,0
-0.3,Reid Simpson,0,0,-4,0.0,33,11,1,LW,-0.2,1,26,0,0.0,0,0,132,0,0,1,5:04,56
0.0,Tomas Vokoun,0,0,0,,26,0,1,G,12.5,1,69,0,0.0,0,0,3971,0,0,0,57:33,28
-0.1,Todd Warriner,0,0,-1,0.0,29,6,1,LW,0.0,1,6,0,0.1,0,0,68,0,0,1,11:16,4
-0.1,Bubba Berenzweig,0,0,0,0.0,25,5,0,D,0.1,0,4,0,0.2,0,0,71,0,0,0,17:47,0
-0.1,Francis Bouillon,0,0,-1,,27,0,0,D,0.0,0,4,0,0.1,0,0,51,0,0,0,12:52,2
-0.2,Greg Classen,0,0,-3,0.0,25,2,0,C,-0.2,0,8,0,0.0,0,0,80,0,0,0,10:02,4
0.0,Mike Dunham,0,0,0,,30,0,0,G,1.6,0,15,0,0.0,0,0,819,0,0,0,54:35,0
0.0,Brian Finley,0,0,0,,21,0,0,G,-0.1,0,1,0,0.0,0,0,47,0,0,0,46:41,0
-0.1,Darren Haydar,0,0,-1,0.0,23,1,0,RW,-0.1,0,2,0,0.0,0,0,18,0,0,0,8:54,0
0.0,Tomas Kloucek,0,0,1,0.0,22,1,0,D,0.1,0,3,0,0.2,0,0,29,0,0,0,9:45,2
0.0,Jan Lasak,0,0,0,,23,0,0,G,0.1,0,3,0,0.0,0,0,90,0,0,0,30:08,0
-0.1,Cameron Mann,0,0,-2,0.0,25,5,0,RW,-0.1,0,4,0,0.0,0,0,24,0,0,0,5:53,0
0.0,Nathan Perrott,0,0,0,,26,0,0,RW,0.0,0,1,0,0.0,0,0,4,0,0,0,4:13,5
0.0,Domenic Pittis,0,0,0,0.0,28,1,0,C,0.0,0,2,0,0.0,0,0,10,0,0,0,5:00,2
0.0,Robert Schnabel,0,0,0,,24,0,0,D,0.0,0,1,0,0.0,0,0,4,0,0,0,4:28,0
0.0,Pascal Trepanier,0,0,0,0.0,29,1,0,D,0.0,0,1,0,0.0,0,0,10,0,0,0,9:55,0
