average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,12,0,0,NHL,21,0,38,0,0,0,0,0,0,1955-56,NYR,5,7,[],0,,63
,15,0,0,NHL,22,0,40,0,0,0,0,0,0,1956-57,NYR,9,6,[],0,,0
,27,0,0,NHL,23,0,68,0,0,0,0,0,0,1957-58,NYR,10,17,[],0,,0
,24,0,0,NHL,24,0,57,0,0,0,0,0,0,1958-59,BOS,15,9,[],0,,60
,35,0,0,NHL,25,0,64,0,0,0,0,0,0,1959-60,BOS,24,11,[],0,,67
,29,0,0,NHL,26,0,75,0,0,0,0,0,0,1960-61,TOT,10,19,[],0,,66
,8,0,0,NHL,26,0,24,0,0,0,0,0,0,1960-61,BOS,1,7,[],0,,13
,21,0,0,NHL,26,0,51,0,0,0,0,0,0,1960-61,MTL,9,12,[],0,,53
,25,0,0,NHL,27,0,71,0,0,0,0,0,0,1961-62,NYR,14,11,[],0,,69
,43,0,0,NHL,28,0,42,0,0,0,0,0,0,1962-63,BOS,21,22,[],0,,66
,18,1,0,NHL,29,0,43,0,0,5,0,0,0,1963-64,BOS,5,13,[],0,,54
,1,0,0,NHL,33,1,2,1,2,0,0,0,0,1967-68,PHI,0,1,[],0.0,,1
,55,2,1,NHL,34,21,65,-8,198,14,5,0,14,1968-69,PHI,20,35,[],10.1,,74
,44,1,0,NHL,35,11,54,8,155,18,5,0,10,1969-70,PHI,23,21,[],14.8,,71
,36,1,0,NHL,36,6,46,-9,145,15,5,0,10,1970-71,PHI,20,16,[],13.8,,76
,19,0,0,NHL,37,10,36,-2,95,4,2,0,3,1971-72,PHI,6,13,[],6.3,,56
,50,0,0,WHA,38,0,113,0,0,12,5,0,0,1972-73,QBN,17,33,[],0,,63
,19,0,0,WHA,39,0,42,0,0,10,1,0,0,1973-74,QBN,11,8,[],0,,64
