average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
16:18,0,34,1,1,0,NHL,18,16,0,44,-25,114,0,11,0,2,0,4,0,1999-00,NYI,14,0,20,0,12.3,1321,81,"[{'link': '/awards/voting-2000.html#calder', 'name': 'Calder-15'}]"
20:02,0,41,0,0,0,NHL,19,16,0,42,-14,171,0,5,0,5,1,14,0,2000-01,NYI,10,0,31,0,5.8,1642,82,[]
16:58,0,45,3,0,0,NHL,20,21,0,34,4,126,0,7,0,3,0,14,0,2001-02,BUF,10,0,35,0,7.9,1391,82,[]
16:00,0,25,2,0,0,NHL,21,5,0,32,-28,159,0,6,0,6,0,8,0,2002-03,BUF,12,0,13,0,7.5,1279,80,[]
18:00,0,55,3,0,0,NHL,24,20,0,28,5,99,0,9,0,7,3,16,0,2005-06,BUF,16,0,39,0,16.2,1134,63,[]
13:07,0,1,0,0,0,NHL,25,0,0,2,1,2,0,1,0,0,0,0,0,2006-07,BUF,1,0,0,0,50.0,26,2,[]
18:41,182,40,3,1,36,NHL,26,20,217,8,4,111,47.8,3,237,3,1,12,16,2007-08,BUF,7,18,33,33,6.3,896,48,"[{'link': '/awards/voting-2008.html#byng', 'name': 'Byng-83'}]"
19:07,214,47,5,1,37,NHL,27,16,229,22,12,126,42.1,12,315,5,0,13,29,2008-09,BUF,18,17,29,38,14.3,918,48,[]
18:37,333,65,5,1,46,NHL,28,27,349,28,10,206,46.7,9,398,7,1,20,22,2009-10,BUF,17,23,48,48,8.3,1359,73,"[{'link': '/awards/voting-2010.html#selke', 'name': 'Selke-49'}]"
16:55,273,42,3,0,53,NHL,29,16,445,20,-10,151,45.9,7,524,6,0,13,22,2010-11,BUF,13,24,29,34,8.6,1150,68,[]
17:00,202,36,3,0,76,NHL,30,20,383,40,-14,104,48.7,11,403,2,0,3,32,2011-12,TOR,13,29,23,41,12.5,1190,70,[]
