average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,3,0,0,NHL,23,2,11,0,12,1,0,0,0,1984-85,MNS,1,2,[],8.3,,4
,0,0,0,NHL,24,0,32,-3,7,0,0,0,0,1985-86,MNS,0,0,[],0.0,,11
,0,0,0,NHL,25,0,2,-1,1,0,0,0,0,1986-87,MNS,0,0,[],0.0,,1
