league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
WHA,81,4,24,151,59,0,,WNJ,[],15.2,17,36,4,23,1,1975-76,,5,32,0,0
WHA,79,6,25,235,80,0,,WNJ,[],18.7,33,36,-2,44,0,1976-77,,11,37,0,0
WHA,77,0,26,151,60,0,,WNJ,[],19.9,23,30,4,30,0,1977-78,,7,42,0,0
WHA,79,0,27,206,62,0,,WNJ,[],12.6,15,36,7,26,0,1978-79,,11,22,0,0
NHL,79,4,28,243,49,12,,WIN,[],9.5,18,26,-19,23,0,1979-80,,5,20,0,14
NHL,72,1,29,163,35,7,,WIN,[],13.5,15,13,-28,22,0,1980-81,,7,45,0,6
NHL,74,5,30,236,59,5,,WIN,[],13.6,27,27,11,32,0,1981-82,,5,33,0,22
NHL,73,3,31,225,56,6,,TOT,[],11.6,21,30,0,26,0,1982-83,,5,10,0,24
NHL,63,3,31,204,45,5,,WIN,[],9.8,15,25,-5,20,0,1982-83,,5,8,0,20
NHL,10,0,31,21,11,1,,EDM,[],28.6,6,5,5,6,0,1982-83,,0,2,0,4
NHL,73,3,32,116,38,5,,EDM,[],19.0,20,16,17,22,0,1983-84,,2,38,0,11
NHL,0,1,33,98,32,3,,EDM,[],12.2,11,20,5,12,0,1984-85,,1,18,0,17
NHL,71,1,34,87,31,1,,PIT,[],16.1,14,17,0,14,0,1985-86,,0,30,1,15
NHL,60,1,35,93,23,0,,PIT,[],10.8,9,13,9,10,0,1986-87,,1,6,0,13
