league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,17,0,21,7,1,0,,NYI,[],14.3,1,0,1,1,0,1987-88,,0,82,0,0
NHL,48,0,22,19,4,0,,NYI,[],10.5,2,2,-17,2,0,1988-89,,0,237,0,2
NHL,76,0,23,55,12,0,,NYI,[],7.3,4,8,10,4,0,1989-90,,0,290,0,8
NHL,60,0,24,39,6,1,,NYI,[],5.1,2,4,-13,2,0,1990-91,,0,238,0,3
NHL,74,0,25,34,6,0,,NYI,[],0.0,0,6,-6,0,0,1991-92,,0,293,0,6
NHL,74,0,26,37,7,0,,NYI,[],5.4,2,5,3,2,0,1992-93,,0,216,0,5
NHL,72,0,27,26,4,0,,NYI,[],11.5,3,1,-5,3,0,1993-94,,0,237,0,1
NHL,40,0,28,11,2,0,,NYI,[],0.0,0,2,1,0,0,1994-95,,0,109,0,2
NHL,32,0,29,11,2,0,,NYI,[],9.1,1,1,-3,1,0,1995-96,,0,106,0,1
NHL,17,0,30,7,1,0,,NYI,[],14.3,1,0,-2,1,0,1996-97,,0,71,0,0
NHL,64,0,31,23,1,0,,TOT,[],4.3,1,0,-4,1,0,1997-98,,0,192,0,0
NHL,42,0,31,15,1,0,,TBL,[],6.7,1,0,0,1,0,1997-98,,0,116,0,0
NHL,22,0,31,8,0,0,,MTL,[],0.0,0,0,-4,0,0,1997-98,,0,76,0,0
