assists,team,goals,year,games_played,points,pim,age,plus_minus,league
27,Eastman Selects,23,2007-08,37,50,36,16,0,MMHL
0,Moose Jaw Warriors,0,2007-08,5,0,0,16,-4,WHL
17,Moose Jaw Warriors,13,2008-09,62,30,22,17,-37,WHL
37,Moose Jaw Warriors,28,2009-10,65,65,44,18,14,WHL
2,Canada,4,2009-10,6,6,4,18,9,WJ18-A
39,Moose Jaw Warriors,40,2010-11,60,79,43,19,7,WHL
3,Canada,2,2010-11,7,5,4,19,6,WJC-A
35,Moose Jaw Warriors,30,2011-12,52,65,16,20,10,WHL
3,Canada,3,2011-12,6,6,2,20,4,WJC-A
17,San Antonio Rampage,13,2012-13,57,30,24,21,0,AHL
17,San Antonio Rampage,10,2013-14,59,27,26,22,-1,AHL
15,San Antonio Rampage,3,2014-15,33,18,16,23,14,AHL
11,Manitoba Moose,13,2016-17,58,24,10,25,-1,AHL
