game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
1,0,0,0,0,18,,12,6,1973-74,11,0,5,0,TRT,,9,,WHA
0,0,0,0,0,19,,6,4,1974-75,8,0,4,0,TRT,,4,,WHA
0,0.0,-2,3,0,22,,3,1,1977-78,1,0,0,0,NYR,,0,,NHL
