power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
1,8,4,0,NHL,1989-90,20,1,LAK,,3,4,-4,0,11,,,9.1,0
1,12,5,0,NHL,1990-91,21,1,LAK,,4,26,-1,0,19,,,5.3,0
0,6,3,0,NHL,1991-92,22,2,LAK,,1,12,2,0,12,,,16.7,2
1,23,10,0,NHL,1992-93,23,4,LAK,,6,46,3,1,60,,,6.7,2
0,4,0,0,NHL,1997-98,28,0,LAK,,0,6,-4,0,15,,,0.0,0
0,4,2,0,NHL,1999-00,30,0,LAK,121,2,4,1,0,19,,,0.0,0
3,23,19,0,NHL,2000-01,31,6,COL,677,13,16,6,0,0,,SC,7.2,3
1,20,12,0,NHL,2001-02,32,6,COL,533,6,16,-1,0,67,,,9.0,5
0,7,3,0,NHL,2002-03,33,1,COL,192,2,8,2,0,27,,,3.7,1
0,9,5,0,NHL,2003-04,34,0,COL,183,5,6,0,0,17,,,0.0,0
2,9,4,1,NHL,2005-06,36,3,COL,255,1,8,1,0,42,,,7.1,1
0,6,4,0,NHL,2008-09,39,1,SJS,131,3,4,-5,0,26,39,,3.8,1
0,15,2,0,NHL,2009-10,40,1,SJS,350,1,10,0,0,38,79,,2.6,1
