pim,team,assists,plus_minus,points,league,games_played,year,age,goals
54,University of Calgary,12,0,16,GPAC,33,1979-80,20,4
63,University of Calgary,24,0,31,GPAC,29,1980-81,21,7
0,Rochester Americans,0,0,0,AHL,4,1980-81,21,0
122,Rochester Americans,20,0,26,AHL,61,1981-82,22,6
56,Rochester Americans,19,0,21,AHL,40,1982-83,23,2
94,Rochester Americans,32,0,42,AHL,80,1983-84,24,10
53,SC Riessersee Garmisch-Partenkirchen,15,0,24,W.German,34,1984-85,25,9
74,SC Riessersee Garmisch-Partenkirchen,35,0,50,W.German,36,1985-86,26,15
56,SB DJK Rosenheim,38,0,42,W.German,35,1986-87,27,4
72,SB DJK Rosenheim,16,0,28,W.German,33,1987-88,28,12
6,West Germany,1,0,2,Olympics,8,1987-88,28,1
28,SB DJK Rosenheim,32,0,43,W.German,33,1988-89,29,11
6,West Germany,1,0,3,WEC-A,10,1988-89,29,2
20,SB DJK Rosenheim,20,0,36,W.German,36,1989-90,30,16
31,SB DJK Rosenheim,16,0,21,Germany,31,1990-91,31,5
52,SB DJK Rosenheim,30,0,34,Germany,41,1991-92,32,4
4,Germany,3,0,4,Olympics,8,1991-92,32,1
4,Germany,2,0,3,WC-A,6,1991-92,32,1
53,SB DJK Rosenheim,51,0,60,German-2,50,1992-93,33,9
26,SB DJK Rosenheim,25,0,35,Germany,43,1993-94,34,10
20,Star Bulls Rosenheim,13,0,14,Germany,29,1994-95,35,1
46,Star Bulls Rosenheim,38,0,43,Germany,50,1995-96,36,5
