assists,team,goals,year,games_played,points,pim,age,plus_minus,league
17,Montreal Juniors,6,1975-76,64,23,44,16,0,QMJHL
40,Montreal Juniors,20,1976-77,72,60,137,17,0,QMJHL
57,Montreal Juniors,25,1977-78,72,82,145,18,0,QMJHL
52,Montreal Juniors,18,1978-79,67,70,115,19,0,QMJHL
13,Binghamton Dusters,3,1979-80,56,16,32,20,0,AHL
2,Canada,3,1985-86,10,5,12,26,0,WEC-A
3,Phoenix Roadrunners,5,1993-94,54,8,48,34,0,IHL
21,Detroit Vipers,6,1994-95,41,27,35,35,0,IHL
22,2 Teams,4,1995-96,79,26,136,36,0,IHL
18,Los Angeles Ice Dogs,4,1995-96,69,22,128,36,0,IHL
4,Detroit Vipers,0,1995-96,10,4,8,36,0,IHL
