shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0.0,1979-80,10,1,,0,14,0,0,-7,1,LAK,0,20,0,NHL,0,,15,1,[],0
5.6,1980-81,77,11,,1,90,8,2,14,20,LAK,5,21,1,NHL,0,,77,25,[],3
5.0,1981-82,130,20,,0,121,19,5,-12,39,LAK,6,22,0,NHL,0,,77,45,[],1
3.1,1982-83,101,14,,0,162,20,2,-30,34,LAK,5,23,1,NHL,0,,74,39,[],3
4.6,1983-84,122,16,,2,175,23,3,-30,41,LAK,8,24,1,NHL,0,,79,49,[],5
9.3,1984-85,97,19,,2,151,18,5,-20,39,LAK,14,25,2,NHL,1,,78,53,"[{'link': '/awards/voting-1985.html#AS', 'name': 'AS-18'}]",8
5.3,1985-86,71,10,,1,113,10,3,-11,21,LAK,6,26,1,NHL,1,,55,27,[],2
3.1,1986-87,120,20,,1,97,6,3,16,27,LAK,3,27,0,NHL,0,,73,30,[],0
6.0,1987-88,130,10,,0,134,14,3,-32,24,TOT,8,28,1,NHL,1,,0,32,[],4
5.6,1987-88,99,8,,0,107,14,1,-27,22,LAK,6,28,1,NHL,1,,61,28,[],4
7.4,1987-88,31,2,,0,27,0,2,-5,2,NYR,2,28,0,NHL,0,,19,4,[],0
5.7,1988-89,71,12,,0,70,4,4,-9,16,TOT,4,29,1,NHL,0,,60,20,[],0
10.5,1988-89,26,2,,0,19,2,2,-1,4,MNS,2,29,1,NHL,0,,15,6,[],0
3.9,1988-89,45,10,,0,51,2,2,-8,12,NYR,2,29,0,NHL,0,,45,14,[],0
0.0,1989-90,94,10,,2,55,3,0,4,15,NYR,0,30,0,NHL,0,,54,15,[],0
1.6,1990-91,89,5,,0,63,0,1,-1,5,NYR,1,31,0,NHL,0,,70,6,[],0
2.4,1991-92,65,8,,0,42,0,1,33,8,NYR,1,32,1,NHL,0,,52,9,[],0
2.1,1992-93,89,12,,0,48,1,1,-2,13,TOT,1,33,0,NHL,0,,55,14,[],0
3.6,1992-93,85,10,,0,28,0,1,2,10,NYR,1,33,0,NHL,0,,44,11,[],0
0.0,1992-93,4,2,,0,20,1,0,-4,3,LAK,0,33,0,NHL,0,,11,3,[],0
0.0,1993-94,27,3,,0,8,0,0,-5,3,LAK,0,34,0,NHL,0,,16,3,[],0
