age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
24,,0,0,0,0,NHL,1,0,1986-87,0,0,0,,0,0,,TOR,0
25,,0,0,0,-1,NHL,5,0,1987-88,0,0,0,,0,50,,BUF,0
26,,0.0,0,0,-1,NHL,5,0,1988-89,0,1,0,,0,36,,BUF,0
