shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
10.0,1986-87,79,8,,0,60,0,4,-8,8,QUE,6,23,0,NHL,1,,56,14,[],1
13.0,1987-88,2,2,,0,23,0,3,-8,2,QUE,3,24,1,NHL,0,,17,5,[],0
17.6,1988-89,39,9,,0,51,1,5,-7,10,QUE,9,25,3,NHL,3,,46,19,[],1
14.0,1989-90,84,10,,0,93,3,9,-24,13,QUE,13,26,0,NHL,1,,43,26,[],3
12.3,1990-91,111,17,,1,106,2,11,-7,20,QUE,13,27,1,NHL,1,,63,33,[],1
17.4,1991-92,77,15,,1,92,6,8,-1,22,QUE,16,28,1,NHL,2,,61,38,[],6
8.2,1992-93,69,20,,0,98,2,5,-11,22,QUE,8,29,2,NHL,1,,77,30,[],2
5.7,1993-94,62,21,,2,106,0,5,3,23,FLA,6,30,1,NHL,1,,78,29,[],0
10.3,1994-95,38,6,,0,58,1,6,1,7,FLA,6,31,2,NHL,0,,48,13,[],0
10.6,1995-96,37,16,,0,66,0,6,4,16,FLA,7,32,1,NHL,1,,64,23,[],0
9.4,1996-97,48,6,,0,85,0,8,12,6,FLA,8,33,2,NHL,0,,69,14,[],0
11.4,1997-98,27,7,,0,44,0,5,-4,7,NYI,5,34,0,NHL,0,,74,12,[],0
0.0,1998-99,2,0,92,0,4,0,0,-2,0,NYI,0,35,0,NHL,0,8:21,11,0,[],0
