assists,team,goals,year,games_played,points,pim,age,plus_minus,league
50,Toronto Marlboros,20,1979-80,44,70,0,16,0,MTHL
20,Dixie Beehives,15,1980-81,24,35,84,17,0,ON-Jr.A
24,Kitchener Rangers,14,1981-82,58,38,172,18,0,OHL
27,Kitchener Rangers,17,1982-83,61,44,156,19,0,OHL
16,Fredericton Express,11,1983-84,69,27,142,20,0,AHL
27,Fredericton Express,21,1984-85,76,48,49,21,0,AHL
33,Fredericton Express,21,1985-86,74,54,68,22,0,AHL
3,Fredericton Express,1,1986-87,10,4,20,23,0,AHL
25,Fredericton Express,16,1987-88,46,41,133,24,0,AHL
10,Halifax Citadels,11,1988-89,22,21,87,25,0,AHL
3,Lowell Lock Monsters,0,1998-99,11,3,21,35,-1,AHL
7,Utah Grizzlies,5,1998-99,26,12,8,35,2,IHL
