year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1992-93,19,4,6,9,0,WHL,16,Portland Winter Hawks,13
1993-94,20,2,8,10,0,WHL,10,Portland Winter Hawks,12
1994-95,21,2,0,3,0,ECHL,4,Dayton Bombers,5
1994-95,21,0,2,0,0,AHL,3,Adirondack Red Wings,0
1995-96,22,0,2,1,0,AHL,3,Adirondack Red Wings,1
1996-97,23,0,0,0,0,AHL,4,Adirondack Red Wings,0
1997-98,24,0,0,1,0,AHL,1,Adirondack Red Wings,1
1998-99,25,1,12,9,0,AHL,19,Providence Bruins,10
1999-00,26,1,2,11,0,AHL,14,Providence Bruins,12
2000-01,27,0,6,5,0,AHL,17,Providence Bruins,5
2002-03,29,1,5,3,1,AHL,9,Bridgeport Sound Tigers,4
2003-04,30,1,9,3,2,AHL,7,Bridgeport Sound Tigers,4
2004-05,31,1,4,1,5,AHL,8,Rochester Americans,2
2006-07,33,0,2,2,2,AHL,5,Rochester Americans,2
2007-08,34,2,2,8,0,Germany,11,Eisbaren Berlin,10
2008-09,35,2,10,3,0,Germany,12,Eisbaren Berlin,5
