goals_allowed_precentage,goalie_point_share,goals_saved_aboved_average,bad_start,year,awards,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
96,4.3,2.15,6,2015-16,[],56,1433,1,0,14,627,683,0,WPG,2,0,26,2.34,22,NHL,.918,.538,26,0,13,11
107,8.1,-9.96,9,2016-17,[],146,3034,4,0,25,1426,1572,0,WPG,4,0,53,2.89,23,NHL,.907,.472,56,0,26,19
