pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Cap-de-Madeleine Estacades,1,0,1,QAAA,4,1996-97,16,0
48,Baie-Comeau Drakkar,14,-22,20,QMJHL,40,1997-98,17,6
123,2 Teams,21,-12,35,QMJHL,70,1998-99,18,14
57,Baie-Comeau Drakkar,14,-20,23,QMJHL,47,1998-99,18,9
66,Shawinigan Cataractes,7,8,12,QMJHL,23,1998-99,18,5
173,Shawinigan Cataractes,50,16,74,QMJHL,70,1999-00,19,24
185,Shawinigan Cataractes,59,47,101,QMJHL,69,2000-01,20,42
61,Hamilton Bulldogs,13,5,15,AHL,50,2001-02,21,2
73,Hamilton Bulldogs,31,34,39,AHL,66,2002-03,22,8
23,Toronto Roadrunners,3,4,7,AHL,17,2003-04,23,4
72,Brynas IF Gavle,2,-1,5,Sweden,10,2004-05,24,3
8,Brynas IF Gavle,2,0,3,Sweden-Q,9,2004-05,24,1
0,Hamilton Bulldogs,6,6,6,AHL,3,2009-10,29,0
6,Norfolk Admirals,6,-3,8,AHL,13,2010-11,30,2
