age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,4.8,1,2,0,NHL,9,0,2005-06,0,21,1,135,0,2,,NJD,3
22,,15.6,5,3,4,NHL,11,0,2006-07,1,45,7,211,2,8,,NJD,10
23,,5.0,0,4,-5,NHL,5,0,2007-08,0,20,1,92,1,2,36,NJD,5
24,,10.3,2,3,2,NHL,7,0,2008-09,1,29,3,133,1,2,45,NJD,6
25,,5.0,0,3,0,NHL,5,1,2009-10,0,20,1,104,0,0,28,NJD,4
27,,9.2,5,7,-8,NHL,0,0,2011-12,1,0,0,501,3,4,129,NJD,15
28,,5.9,1,0,-7,NHL,5,0,2012-13,0,17,1,107,0,2,25,MIN,1
29,,8.2,2,10,-3,NHL,13,0,2013-14,1,49,4,266,2,6,74,MIN,14
30,,20.0,2,6,0,NHL,10,0,2014-15,0,20,4,189,1,4,40,MIN,10
32,,10.5,1,1,-4,NHL,5,0,2016-17,0,19,2,97,1,8,24,MIN,3
