bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,assists,ties,wins,games_played,minutes
0,1,0,3.80,0,0,OHA-Jr.,0,18,0,0,0,0,0,0,31,0,1951-52,St. Michael\'s Majors,3,0,0,5,8,490
0,0,0,3.69,0,0,OHA-Jr.,0,19,0,0,0,0,0,0,59,0,1952-53,St. Michael\'s Majors,8,0,0,8,16,960
0,2,0,2.43,0,0,NOHA,0,21,0,0,0,0,0,0,34,0,1954-55,Sault Ste. Marie Greyhounds,0,0,0,0,14,840
0,1,0,2.53,0,0,WHL,0,22,0,0,0,0,0,0,52,0,1955-56,Winnipeg Warriors,4,0,0,16,20,1232
0,0,0,2.92,0,0,AHL,0,26,0,0,0,0,0,0,35,0,1959-60,Rochester Americans,7,0,0,5,12,720
0,1,0,3.22,0,0,EPHL,0,28,0,0,0,0,0,0,36,0,1961-62,Kingston Frontenacs,5,0,0,6,11,671
0,1,0,2.73,0,0,AHL,0,29,0,0,0,0,0,0,42,0,1962-63,Hershey Bears,7,0,0,8,15,922
0,0,0,4.83,0,0,AHL,0,30,0,0,0,0,0,0,29,0,1963-64,Hershey Bears,3,0,0,3,6,360
0,2,0,1.99,0,0,AHL,0,31,0,0,0,0,0,0,18,0,1964-65,Buffalo Bisons,4,0,0,5,9,542
0,0,0,5.66,0,0,AHL,0,34,0,0,0,0,0,0,5,0,1967-68,Buffalo Bisons,0,0,0,0,1,53
