league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,64,0,19,0,40,0,,MTL,"[{'link': '/awards/voting-1956.html#calder', 'name': 'Calder-3'}]",0,0,21,0,19,0,1955-56,,0,46,0,0
NHL,63,0,20,0,54,0,,MTL,[],0,0,36,0,18,0,1956-57,,0,71,0,0
NHL,67,0,21,0,80,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1958', 'name': None}, {'link': '/awards/voting-1958.html#byng', 'name': 'Byng-5'}, {'link': '/awards/voting-1958.html#hart', 'name': 'Hart-4'}]",0,0,0,0,28,0,1957-58,,0,56,0,0
NHL,63,0,22,0,51,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1959', 'name': None}]",0,0,30,0,21,0,1958-59,,0,33,0,0
NHL,0,0,23,0,73,0,,MTL,"[{'link': '/awards/voting-1960.html#byng', 'name': 'Byng-4'}]",0,0,43,0,30,0,1959-60,,0,66,0,0
NHL,0,0,24,0,68,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1961', 'name': None}]",0,0,44,0,24,0,1960-61,,0,91,0,0
NHL,54,0,25,0,50,0,,MTL,[],0,0,29,0,21,0,1961-62,,0,48,0,0
NHL,67,0,26,0,73,0,,MTL,"[{'link': '/awards/nhl_all_star.html#1963', 'name': None}]",0,0,0,0,23,0,1962-63,,0,57,0,0
NHL,66,1,27,0,53,0,,MTL,[],0,13,39,0,14,0,1963-64,,1,73,0,0
NHL,53,5,28,0,52,0,,MTL,[],0,18,29,0,23,0,1964-65,,5,43,0,0
NHL,62,7,29,0,61,0,,MTL,[],0,19,39,0,22,0,1965-66,,3,47,0,0
NHL,65,1,30,0,55,0,,MTL,"[{'link': '/awards/voting-1967.html#hart', 'name': 'Hart-4'}]",0,19,34,0,21,0,1966-67,,2,28,0,0
NHL,54,3,31,123,28,4,,MTL,[],7.3,7,19,4,9,0,1967-68,,2,16,0,15
NHL,64,0,32,210,52,2,,MTL,[],7.1,13,37,25,15,0,1968-69,,2,45,0,35
NHL,62,4,33,204,52,3,,MTL,[],7.8,14,36,24,16,0,1969-70,,2,61,0,33
NHL,75,1,34,226,49,4,,MTL,[],5.3,11,37,13,12,0,1970-71,,1,46,0,33
NHL,75,1,35,175,44,3,,MTL,[],6.9,12,32,10,12,0,1971-72,,0,48,0,29
NHL,71,2,36,133,43,1,,MTL,[],6.0,8,35,34,8,0,1972-73,,0,21,0,34
NHL,75,3,37,175,55,1,,MTL,"[{'link': '/awards/masterton.html#1974', 'name': None}]",10.9,18,36,7,19,0,1973-74,,1,28,0,35
NHL,16,0,38,33,13,0,,MTL,[],9.1,3,10,9,3,0,1974-75,,0,4,0,10
